Number,Type,Name,Registration Point,Filename
274,bitmap,h_std_fx10_1_1_0_13,"(14, 47)",
275,bitmap,h_std_fx10_1_1_0_14,"(11, 46)",
276,bitmap,h_std_fx10_1_1_0_15,"(7, 44)",
277,bitmap,h_std_fx10_1_1_0_16,"(8, 41)",
278,bitmap,h_std_fx10_1_1_0_17,"(10, 40)",
279,bitmap,h_std_fx10_1_1_0_18,"(10, 37)",
280,bitmap,h_std_fx10_1_1_0_19,"(8, 35)",
291,palette,jetpack palette,"(0, 0)",
292,bitmap,h_std_fx6_1_1_0_0,"(-17, 69)",
293,bitmap,h_std_fx6_1_1_0_1,"(-17, 69)",
294,bitmap,h_std_fx6_1_1_0_2,"(-17, 69)",
295,bitmap,h_std_fx6_3_1_0_0,"(-9, 50)",
296,bitmap,h_std_fx6_3_1_0_1,"(-9, 50)",
297,bitmap,h_std_fx6_3_1_0_2,"(-9, 50)",
298,bitmap,h_std_fx6_1_1_1_0,"(-14, 72)",
299,bitmap,h_std_fx6_1_1_1_1,"(-14, 72)",
300,bitmap,h_std_fx6_1_1_1_2,"(-14, 72)",
301,bitmap,h_std_fx6_3_1_1_0,"(-3, 51)",
302,bitmap,h_std_fx6_3_1_1_1,"(-3, 51)",
303,bitmap,h_std_fx6_3_1_1_2,"(-3, 51)",
304,bitmap,h_std_fx6_1_1_2_0,"(-17, 69)",
305,bitmap,h_std_fx6_1_1_2_1,"(-17, 69)",
306,bitmap,h_std_fx6_1_1_2_2,"(-17, 69)",
307,bitmap,h_std_fx6_3_1_2_0,"(-8, 50)",
308,bitmap,h_std_fx6_3_1_2_1,"(-8, 50)",
309,bitmap,h_std_fx6_3_1_2_2,"(-8, 50)",
310,bitmap,h_std_fx6_1_1_3_0,"(-21, 68)",
311,bitmap,h_std_fx6_1_1_3_1,"(-21, 68)",
312,bitmap,h_std_fx6_1_1_3_2,"(-21, 68)",
313,bitmap,h_std_fx6_3_1_3_0,"(-14, 49)",
314,bitmap,h_std_fx6_3_1_3_1,"(-14, 49)",
315,bitmap,h_std_fx6_3_1_3_2,"(-14, 49)",
316,bitmap,h_std_fx6_2_1_3_0,"(-9, 22)",
317,bitmap,h_std_fx6_2_1_3_1,"(-9, 25)",
318,bitmap,h_std_fx6_2_1_3_2,"(-10, 17)",
331,palette,fxairboard pink palette,"(0, 0)",
332,bitmap,h_std_fx14_1_1_0_0,"(-8, 31)",
333,bitmap,h_std_fx14_1_1_2_0,"(-8, 31)",
334,bitmap,h_std_fx14_2_1_0_0,"(-3, 31)",
335,bitmap,h_std_fx14_sd_1_2_0,"(-8, 14)",
336,bitmap,h_std_fx14_2_1_2_0,"(-3, 31)",
337,bitmap,h_std_fx14_1_1_3_0,"(-18, 39)",
338,bitmap,h_std_fx14_1_1_7_0,"(-18, 39)",
339,bitmap,h_std_fx14_2_1_3_0,"(-13, 39)",
340,bitmap,h_std_fx14_sd_1_1_0,"(-18, 21)",
341,bitmap,h_std_fx14_sd_1_0_0,"(-8, 14)",
342,bitmap,h_std_fx14_1_1_1_0,"(-4, 30)",
343,bitmap,h_std_fx14_2_1_1_0,"(1, 31)",
344,bitmap,h_std_fx14_sd_1_3_0,"(-4, 12)",
361,palette,fxairboard yellow palette,"(0, 0)",
362,bitmap,h_std_fx15_1_1_0_0,"(-8, 31)",
363,bitmap,h_std_fx15_1_1_2_0,"(-8, 31)",
364,bitmap,h_std_fx15_2_1_0_0,"(-3, 31)",
365,bitmap,h_std_fx15_sd_1_2_0,"(-8, 14)",
366,bitmap,h_std_fx15_2_1_2_0,"(-3, 31)",
367,bitmap,h_std_fx15_1_1_3_0,"(-18, 39)",
368,bitmap,h_std_fx15_1_1_7_0,"(-18, 39)",
369,bitmap,h_std_fx15_2_1_3_0,"(-13, 39)",
370,bitmap,h_std_fx15_sd_1_1_0,"(-18, 21)",
371,bitmap,h_std_fx15_sd_1_0_0,"(-8, 14)",
372,bitmap,h_std_fx15_1_1_1_0,"(-4, 30)",
373,bitmap,h_std_fx15_2_1_1_0,"(1, 31)",
374,bitmap,h_std_fx15_sd_1_3_0,"(-4, 12)",
391,bitmap,h_std_fx16_1_1_0_0,"(-42, 63)",
392,bitmap,h_std_fx16_1_1_1_0,"(-42, 56)",
393,bitmap,h_std_fx16_1_1_2_0,"(-38, 52)",
394,bitmap,h_std_fx16_1_1_3_0,"(-29, 50)",
395,bitmap,h_std_fx16_1_1_4_0,"(-8, 54)",
396,bitmap,h_std_fx16_1_1_5_0,"(-2, 56)",
397,bitmap,h_std_fx16_1_1_6_0,"(-9, 63)",
411,palette,fxufo pink palette,"(0, 0)",
412,bitmap,h_std_fx17_2_1_0_0,"(13, 69)",
413,bitmap,h_std_fx17_3_1_0_0,"(0, 73)",
414,bitmap,h_std_fx17_1_1_0_0,"(-33, 51)",
415,bitmap,h_std_fx17_3_1_1_0,"(-4, 77)",
416,bitmap,h_std_fx17_1_1_1_0,"(-23, 54)",
417,bitmap,h_std_fx17_1_1_2_0,"(-5, 82)",
418,bitmap,h_std_fx17_3_1_2_0,"(-4, 45)",
419,bitmap,h_std_fx17_1_1_3_0,"(-5, 77)",
420,bitmap,h_std_fx17_3_1_3_0,"(-5, 42)",
421,bitmap,h_std_fx17_sd,"(-8, 15)",
422,bitmap,h_std_fx17_2_1_7_0,"(-16, 4)",
423,bitmap,h_std_fx17_3_1_7_0,"(-5, 75)",
441,palette,fxufo yellow palette,"(0, 0)",
442,bitmap,h_std_fx18_2_1_0_0,"(13, 69)",
443,bitmap,h_std_fx18_3_1_0_0,"(0, 73)",
444,bitmap,h_std_fx18_1_1_0_0,"(-33, 51)",
445,bitmap,h_std_fx18_3_1_1_0,"(-4, 77)",
446,bitmap,h_std_fx18_1_1_1_0,"(-23, 54)",
447,bitmap,h_std_fx18_1_1_2_0,"(-5, 82)",
448,bitmap,h_std_fx18_3_1_2_0,"(-4, 45)",
449,bitmap,h_std_fx18_1_1_3_0,"(-5, 77)",
450,bitmap,h_std_fx18_3_1_3_0,"(-5, 42)",
451,bitmap,h_std_fx18_sd,"(-8, 15)",
452,bitmap,h_std_fx18_2_1_7_0,"(-16, 4)",
453,bitmap,h_std_fx18_3_1_7_0,"(-5, 75)",
471,palette,fx policecar palette,"(0, 0)",
472,bitmap,h_std_fx19_2_1_0_0,"(-1, 84)",
473,bitmap,h_std_fx19_3_1_0_0,"(-7, 61)",
474,bitmap,h_std_fx19_1_1_0_0,"(-32, 38)",
475,bitmap,h_std_fx19_2_1_1_0,"(-7, 93)",
476,bitmap,h_std_fx19_3_1_1_0,"(-15, 73)",
477,bitmap,h_std_fx19_1_1_1_0,"(-33, 29)",
478,bitmap,h_std_fx19_2_1_2_0,"(-1, 84)",
479,bitmap,h_std_fx19_3_1_2_0,"(-7, 64)",
480,bitmap,h_std_fx19_1_1_2_0,"(-7, 56)",
481,bitmap,h_std_fx19_2_1_3_0,"(-7, 92)",
482,bitmap,h_std_fx19_3_1_3_0,"(-17, 57)",
483,bitmap,h_std_fx19_1_1_3_0,"(-29, 26)",
484,bitmap,h_std_fx19_2_1_7_0,"(-9, 94)",
485,bitmap,h_std_fx19_3_1_7_0,"(-18, 56)",
486,bitmap,h_std_fx19_1_1_7_0,"(-31, 49)",
487,bitmap,h_std_fx19_sd_1_0_0,"(-8, 12)",
488,bitmap,h_std_fx19_sd_1_2_0,"(-2, 12)",
489,bitmap,h_std_fx19_sd_1_1_0,"(-12, 0)",
490,bitmap,h_std_fx19_sd_1_3_0,"(-12, -1)",
491,bitmap,h_std_fx19_sd_1_7_0,"(-13, -1)",
511,palette,fx ambulance palette,"(0, 0)",
512,bitmap,h_std_fx20_2_1_0_0,"(-1, 84)",
513,bitmap,h_std_fx20_3_1_0_0,"(-9, 62)",
514,bitmap,h_std_fx20_1_1_0_0,"(-25, 14)",
515,bitmap,h_std_fx20_2_1_1_0,"(-9, 93)",
516,bitmap,h_std_fx20_3_1_1_0,"(-38, 84)",
517,bitmap,h_std_fx20_1_1_1_0,"(-38, 84)",
518,bitmap,h_std_fx20_2_1_2_0,"(-1, 84)",
519,bitmap,h_std_fx20_3_1_2_0,"(-31, 64)",
520,bitmap,h_std_fx20_1_1_2_0,"(-33, 58)",
521,bitmap,h_std_fx20_2_1_3_0,"(-7, 92)",
522,bitmap,h_std_fx20_3_1_3_0,"(-17, 57)",
523,bitmap,h_std_fx20_1_1_3_0,"(-29, 26)",
524,bitmap,h_std_fx20_2_1_7_0,"(-9, 94)",
525,bitmap,h_std_fx20_3_1_7_0,"(-18, 56)",
526,bitmap,h_std_fx20_1_1_7_0,"(-31, 49)",
527,bitmap,h_std_fx20_sd_1_0_0,"(-8, 12)",
528,bitmap,h_std_fx20_sd_1_2_0,"(-2, 12)",
529,bitmap,h_std_fx20_sd_1_1_0,"(-12, 0)",
530,bitmap,h_std_fx20_sd_1_3_0,"(-12, -1)",
531,bitmap,h_std_fx20_sd_1_7_0,"(-13, -1)",
551,palette,jenkki palette,"(0, 0)",
552,bitmap,h_std_fx21_1_1_0_0,"(-19, 40)",
553,bitmap,h_std_fx21_2_1_0_0,"(-1, 29)",
554,bitmap,h_std_fx21_3_1_0_0,"(-24, 36)",
555,bitmap,h_std_fx21_1_1_1_0,"(-23, 35)",
556,bitmap,h_std_fx21_2_1_1_0,"(-6, 40)",
557,bitmap,h_std_fx21_1_1_3_0,"(-11, 41)",
558,bitmap,h_std_fx21_2_1_3_0,"(-8, 33)",
559,bitmap,h_std_fx21_3_1_3_0,"(-14, 30)",
560,bitmap,h_std_fx21_1_1_2_0,"(-11, 39)",
561,bitmap,h_std_fx21_2_1_2_0,"(-1, 37)",
562,bitmap,h_std_fx21_3_1_2_0,"(-19, 34)",
563,bitmap,h_std_fx21_1_1_7_0,"(-10, 39)",
564,bitmap,h_std_fx21_2_1_7_0,"(-8, 23)",
565,bitmap,h_std_fx21_3_1_7_0,"(-15, 36)",
566,bitmap,h_std_fx21_sd_1_0_0,"(-8, 12)",
567,bitmap,h_std_fx21_sd_1_2_0,"(-2, 12)",
568,bitmap,h_std_fx21_sd_1_1_0,"(-12, 0)",
569,bitmap,h_std_fx21_sd_1_3_0,"(-12, -1)",
570,bitmap,h_std_fx21_sd_1_7_0,"(-13, -1)",
584,palette,fx topfuel Palette,"(0, 0)",
585,bitmap,h_std_fx22_1_1_0_0,"(-19, 40)",
586,bitmap,h_std_fx22_2_1_0_0,"(-2, 35)",
587,bitmap,h_std_fx22_3_1_0_0,"(-24, 36)",
588,bitmap,h_std_fx22_1_1_1_0,"(-23, 35)",
589,bitmap,h_std_fx22_2_1_1_0,"(-6, 42)",
590,bitmap,h_std_fx22_3_1_1_0,"(-42, 33)",
591,bitmap,h_std_fx22_1_1_3_0,"(-11, 43)",
592,bitmap,h_std_fx22_2_1_3_0,"(-9, 33)",
593,bitmap,h_std_fx22_3_1_3_0,"(-14, 30)",
594,bitmap,h_std_fx22_1_1_2_0,"(-1, 44)",
595,bitmap,h_std_fx22_2_1_2_0,"(-1, 37)",
596,bitmap,h_std_fx22_3_1_2_0,"(-19, 34)",
597,bitmap,h_std_fx22_1_1_7_0,"(-10, 39)",
598,bitmap,h_std_fx22_2_1_7_0,"(-8, 30)",
599,bitmap,h_std_fx22_3_1_7_0,"(-15, 36)",
600,bitmap,h_std_fx22_sd_1_0_0,"(-8, 12)",
601,bitmap,h_std_fx22_sd_1_2_0,"(-2, 12)",
602,bitmap,h_std_fx22_sd_1_1_0,"(-12, 0)",
603,bitmap,h_std_fx22_sd_1_3_0,"(-12, -1)",
604,bitmap,h_std_fx22_sd_1_7_0,"(-13, -1)",
