Number,Type,Name,Registration Point,Filename
103,bitmap,sh_std_fx5_4_1_0_0,"(-20, 29)",
104,bitmap,sh_std_fx5_4_1_0_1,"(-18, 30)",
105,bitmap,sh_std_fx5_4_1_0_2,"(-20, 28)",
118,palette,sh_fx_fireflies Palette 50,"(0, 0)",
119,bitmap,sh_std_fx8_1_1_0_0,"(0, 40)",
120,bitmap,sh_std_fx8_1_1_0_1,"(0, 40)",
121,bitmap,sh_std_fx8_1_1_0_2,"(0, 40)",
122,bitmap,sh_std_fx8_1_1_0_3,"(0, 40)",
123,bitmap,sh_std_fx8_1_1_0_4,"(0, 40)",
124,bitmap,sh_std_fx8_1_1_0_5,"(0, 40)",
125,bitmap,sh_std_fx8_1_1_0_6,"(0, 40)",
126,bitmap,sh_std_fx8_1_1_0_7,"(0, 40)",
127,bitmap,sh_std_fx8_1_1_0_8,"(0, 40)",
128,bitmap,sh_std_fx8_1_1_0_9,"(0, 40)",
129,bitmap,sh_std_fx8_1_1_0_10,"(0, 40)",
130,bitmap,sh_std_fx8_1_1_0_11,"(0, 40)",
131,bitmap,sh_std_fx8_1_1_0_12,"(0, 40)",
132,bitmap,sh_std_fx8_1_1_0_13,"(0, 40)",
133,bitmap,sh_std_fx8_1_1_0_14,"(0, 40)",
134,bitmap,sh_std_fx8_1_1_0_15,"(0, 40)",
135,bitmap,sh_std_fx8_1_1_0_16,"(0, 40)",
136,bitmap,sh_std_fx8_1_1_0_17,"(0, 40)",
137,bitmap,sh_std_fx8_1_1_0_18,"(0, 40)",
138,bitmap,sh_std_fx8_1_1_0_19,"(0, 40)",
139,bitmap,sh_std_fx8_1_1_0_20,"(0, 40)",
140,bitmap,sh_std_fx8_2_1_0_0,"(0, 40)",
141,bitmap,sh_std_fx8_2_1_0_1,"(0, 40)",
142,bitmap,sh_std_fx8_2_1_0_2,"(0, 40)",
143,bitmap,sh_std_fx8_2_1_0_3,"(0, 40)",
144,bitmap,sh_std_fx8_2_1_0_4,"(0, 40)",
145,bitmap,sh_std_fx8_2_1_0_5,"(0, 40)",
146,bitmap,sh_std_fx8_2_1_0_6,"(0, 40)",
147,bitmap,sh_std_fx8_2_1_0_7,"(0, 40)",
148,bitmap,sh_std_fx8_2_1_0_8,"(0, 40)",
149,bitmap,sh_std_fx8_2_1_0_9,"(0, 40)",
150,bitmap,sh_std_fx8_2_1_0_10,"(0, 40)",
151,bitmap,sh_std_fx8_2_1_0_11,"(0, 40)",
152,bitmap,sh_std_fx8_2_1_0_12,"(0, 40)",
153,bitmap,sh_std_fx8_2_1_0_13,"(0, 40)",
154,bitmap,sh_std_fx8_2_1_0_14,"(0, 40)",
155,bitmap,sh_std_fx8_2_1_0_15,"(0, 40)",
156,bitmap,sh_std_fx8_2_1_0_16,"(0, 40)",
157,bitmap,sh_std_fx8_2_1_0_17,"(0, 40)",
158,bitmap,sh_std_fx8_2_1_0_18,"(0, 40)",
159,bitmap,sh_std_fx8_2_1_0_19,"(0, 40)",
160,bitmap,sh_std_fx8_2_1_0_20,"(0, 40)",
161,bitmap,sh_std_fx8_3_1_0_0,"(0, 40)",
162,bitmap,sh_std_fx8_3_1_0_1,"(0, 40)",
163,bitmap,sh_std_fx8_3_1_0_2,"(0, 40)",
164,bitmap,sh_std_fx8_3_1_0_3,"(0, 40)",
165,bitmap,sh_std_fx8_3_1_0_4,"(0, 40)",
166,bitmap,sh_std_fx8_3_1_0_5,"(0, 40)",
167,bitmap,sh_std_fx8_3_1_0_6,"(0, 40)",
168,bitmap,sh_std_fx8_3_1_0_7,"(0, 40)",
169,bitmap,sh_std_fx8_3_1_0_8,"(0, 40)",
170,bitmap,sh_std_fx8_3_1_0_9,"(0, 40)",
171,bitmap,sh_std_fx8_3_1_0_10,"(0, 40)",
172,bitmap,sh_std_fx8_3_1_0_11,"(0, 40)",
173,bitmap,sh_std_fx8_3_1_0_12,"(0, 40)",
174,bitmap,sh_std_fx8_3_1_0_13,"(0, 40)",
175,bitmap,sh_std_fx8_3_1_0_14,"(0, 40)",
176,bitmap,sh_std_fx8_3_1_0_15,"(0, 40)",
177,bitmap,sh_std_fx8_3_1_0_16,"(0, 40)",
178,bitmap,sh_std_fx8_3_1_0_17,"(0, 40)",
179,bitmap,sh_std_fx8_3_1_0_18,"(0, 40)",
180,bitmap,sh_std_fx8_3_1_0_19,"(0, 40)",
181,bitmap,sh_std_fx8_3_1_0_20,"(0, 40)",
182,bitmap,sh_std_fx8_3_1_0_21,"(0, 40)",
183,bitmap,sh_std_fx8_3_1_0_22,"(0, 40)",
184,bitmap,sh_std_fx8_3_1_0_23,"(0, 40)",
185,bitmap,sh_std_fx8_3_1_0_24,"(0, 40)",
186,bitmap,sh_std_fx8_3_1_0_25,"(0, 40)",
187,bitmap,sh_std_fx8_3_1_0_26,"(0, 40)",
188,bitmap,sh_std_fx8_3_1_0_27,"(0, 40)",
189,bitmap,sh_std_fx8_3_1_0_28,"(0, 40)",
192,palette,sfxlove Palette 50,"(0, 0)",
193,bitmap,sh_std_fx9_1_1_0_0,"(-9, 26)",
194,bitmap,sh_std_fx9_1_1_0_1,"(-9, 27)",
195,bitmap,sh_std_fx9_1_1_0_2,"(-9, 28)",
196,bitmap,sh_std_fx9_1_1_0_3,"(-9, 30)",
197,bitmap,sh_std_fx9_1_1_0_4,"(-8, 31)",
198,bitmap,sh_std_fx9_1_1_0_5,"(-8, 32)",
199,bitmap,sh_std_fx9_1_1_0_6,"(-7, 33)",
200,bitmap,sh_std_fx9_1_1_0_7,"(-7, 33)",
201,bitmap,sh_std_fx9_1_1_0_8,"(-7, 34)",
202,bitmap,sh_std_fx9_1_1_0_9,"(-7, 35)",
203,bitmap,sh_std_fx9_1_1_0_10,"(-7, 36)",
204,bitmap,sh_std_fx9_1_1_0_11,"(-9, 36)",
205,bitmap,sh_std_fx9_1_1_0_12,"(-9, 37)",
206,bitmap,sh_std_fx9_1_1_0_13,"(-10, 38)",
207,bitmap,sh_std_fx9_1_1_0_14,"(-10, 39)",
208,bitmap,sh_std_fx9_1_1_0_15,"(-10, 40)",
209,bitmap,sh_std_fx9_1_1_0_16,"(-9, 41)",
210,bitmap,sh_std_fx9_1_1_0_17,"(-9, 42)",
211,bitmap,sh_std_fx9_1_1_0_18,"(-9, 43)",
212,bitmap,sh_std_fx9_1_1_0_19,"(-9, 45)",
213,bitmap,sh_std_fx9_1_1_0_20,"(-8, 46)",
232,bitmap,sh_std_fx10_1_1_0_0,"(6, 19)",
233,bitmap,sh_std_fx10_1_1_0_1,"(4, 20)",
234,bitmap,sh_std_fx10_1_1_0_2,"(4, 21)",
235,bitmap,sh_std_fx10_1_1_0_3,"(7, 22)",
236,bitmap,sh_std_fx10_1_1_0_4,"(9, 22)",
237,bitmap,sh_std_fx10_1_1_0_5,"(11, 23)",
238,bitmap,sh_std_fx10_1_1_0_6,"(9, 22)",
239,bitmap,sh_std_fx10_1_1_0_7,"(7, 23)",
240,bitmap,sh_std_fx10_1_1_0_8,"(5, 23)",
241,bitmap,sh_std_fx10_1_1_0_9,"(7, 24)",
242,bitmap,sh_std_fx10_1_1_0_10,"(9, 24)",
243,bitmap,sh_std_fx10_1_1_0_11,"(11, 24)",
244,bitmap,sh_std_fx10_1_1_0_12,"(9, 24)",
245,bitmap,sh_std_fx10_1_1_0_13,"(7, 23)",
246,bitmap,sh_std_fx10_1_1_0_14,"(4, 23)",
247,bitmap,sh_std_fx10_1_1_0_15,"(3, 22)",
248,bitmap,sh_std_fx10_1_1_0_16,"(4, 20)",
249,bitmap,sh_std_fx10_1_1_0_17,"(5, 20)",
250,bitmap,sh_std_fx10_1_1_0_18,"(5, 18)",
251,bitmap,sh_std_fx10_1_1_0_19,"(4, 17)",
274,bitmap,sh_std_fx3_sd,"(-4, 7)",
275,palette,UFOpieni Palette,"(0, 0)",
276,bitmap,sh_std_fx3_2_1_0_0,"(7, 33)",
277,bitmap,sh_std_fx3_3_1_0_0,"(-1, 37)",
278,bitmap,sh_std_fx3_1_1_0_0,"(-19, 24)",
279,bitmap,sh_std_fx3_3_1_1_0,"(-1, 42)",
280,bitmap,sh_std_fx3_1_1_1_0,"(-8, 21)",
281,bitmap,sh_std_fx3_3_1_2_0,"(-1, 21)",
282,bitmap,sh_std_fx3_1_1_2_0,"(-4, 40)",
283,bitmap,sh_std_fx3_3_1_3_0,"(-1, 21)",
284,bitmap,sh_std_fx3_1_1_3_0,"(-1, 39)",
285,bitmap,sh_std_fx3_3_1_7_0,"(-1, 39)",
286,bitmap,sh_std_fx3_2_1_7_0,"(-12, 36)",
300,palette,small jetpack palette,"(0, 0)",
301,bitmap,sh_std_fx6_1_1_0_0,"(-8, 34)",
302,bitmap,sh_std_fx6_1_1_0_1,"(-8, 34)",
303,bitmap,sh_std_fx6_1_1_0_2,"(-8, 34)",
304,bitmap,sh_std_fx6_3_1_0_0,"(-5, 23)",
305,bitmap,sh_std_fx6_3_1_0_1,"(-5, 23)",
306,bitmap,sh_std_fx6_3_1_0_2,"(-5, 23)",
307,bitmap,sh_std_fx6_1_1_1_0,"(-6, 35)",
308,bitmap,sh_std_fx6_1_1_1_1,"(-6, 35)",
309,bitmap,sh_std_fx6_1_1_1_2,"(-6, 35)",
310,bitmap,sh_std_fx6_3_1_1_0,"(-1, 24)",
311,bitmap,sh_std_fx6_3_1_1_1,"(-1, 24)",
312,bitmap,sh_std_fx6_3_1_1_2,"(-1, 24)",
313,bitmap,sh_std_fx6_1_1_2_0,"(-6, 36)",
314,bitmap,sh_std_fx6_1_1_2_1,"(-6, 36)",
315,bitmap,sh_std_fx6_1_1_2_2,"(-6, 36)",
316,bitmap,sh_std_fx6_3_1_2_0,"(-2, 24)",
317,bitmap,sh_std_fx6_3_1_2_1,"(-2, 24)",
318,bitmap,sh_std_fx6_3_1_2_2,"(-2, 24)",
319,bitmap,sh_std_fx6_1_1_3_0,"(-10, 32)",
320,bitmap,sh_std_fx6_1_1_3_1,"(-10, 32)",
321,bitmap,sh_std_fx6_1_1_3_2,"(-10, 32)",
322,bitmap,sh_std_fx6_3_1_3_0,"(-7, 22)",
323,bitmap,sh_std_fx6_3_1_3_1,"(-7, 22)",
324,bitmap,sh_std_fx6_3_1_3_2,"(-7, 22)",
325,bitmap,sh_std_fx6_2_1_3_0,"(-4, 10)",
326,bitmap,sh_std_fx6_2_1_3_1,"(-5, 10)",
327,bitmap,sh_std_fx6_2_1_3_2,"(-5, 8)",
341,palette,fxairboard pink palette small,"(0, 0)",
342,bitmap,sh_std_fx14_1_1_2_0,"(-3, 16)",
343,bitmap,sh_std_fx14_1_1_0_0,"(-3, 16)",
344,bitmap,sh_std_fx14_2_1_0_0,"(-1, 15)",
345,bitmap,sh_std_fx14_sd_1_2_0,"(-3, 7)",
346,bitmap,sh_std_fx14_1_1_7_0,"(-9, 20)",
347,bitmap,sh_std_fx14_1_1_3_0,"(-8, 20)",
348,bitmap,sh_std_fx14_2_1_3_0,"(-5, 20)",
349,bitmap,sh_std_fx14_sd_1_1_0,"(-8, 11)",
350,bitmap,sh_std_fx14_1_1_1_0,"(-1, 15)",
351,bitmap,sh_std_fx14_2_1_2_0,"(-1, 15)",
352,bitmap,sh_std_fx14_2_1_1_0,"(1, 15)",
353,bitmap,sh_std_fx14_sd_1_3_0,"(-1, 6)",
354,bitmap,sh_std_fx14_sd_1_0_0,"(-3, 7)",
371,palette,fxairboard yellow palette small,"(0, 0)",
372,bitmap,sh_std_fx15_1_1_2_0,"(-3, 16)",
373,bitmap,sh_std_fx15_1_1_0_0,"(-3, 16)",
374,bitmap,sh_std_fx15_2_1_0_0,"(-1, 15)",
375,bitmap,sh_std_fx15_sd_1_2_0,"(-3, 7)",
376,bitmap,sh_std_fx15_1_1_7_0,"(-9, 20)",
377,bitmap,sh_std_fx15_1_1_3_0,"(-8, 20)",
378,bitmap,sh_std_fx15_2_1_3_0,"(-5, 20)",
379,bitmap,sh_std_fx15_sd_1_1_0,"(-8, 11)",
380,bitmap,sh_std_fx15_1_1_1_0,"(-1, 15)",
381,bitmap,sh_std_fx15_2_1_2_0,"(-1, 15)",
382,bitmap,sh_std_fx15_2_1_1_0,"(1, 15)",
383,bitmap,sh_std_fx15_sd_1_3_0,"(-1, 6)",
384,bitmap,sh_std_fx15_sd_1_0_0,"(-3, 7)",
401,bitmap,sh_std_fx16_1_1_0_0,"(-21, 32)",
402,bitmap,sh_std_fx16_1_1_1_0,"(-21, 28)",
403,bitmap,sh_std_fx16_1_1_2_0,"(-16, 26)",
404,bitmap,sh_std_fx16_1_1_3_0,"(-13, 25)",
405,bitmap,sh_std_fx16_1_1_4_0,"(-3, 27)",
406,bitmap,sh_std_fx16_1_1_5_0,"(0, 27)",
407,bitmap,sh_std_fx16_1_1_6_0,"(-3, 31)",
421,bitmap,sh_std_fx17_sd,"(-4, 7)",
422,palette,fxufo pink palette 50,"(0, 0)",
423,bitmap,sh_std_fx17_2_1_0_0,"(7, 33)",
424,bitmap,sh_std_fx17_3_1_0_0,"(-1, 37)",
425,bitmap,sh_std_fx17_1_1_0_0,"(-19, 24)",
426,bitmap,sh_std_fx17_3_1_1_0,"(-1, 42)",
427,bitmap,sh_std_fx17_1_1_1_0,"(-8, 21)",
428,bitmap,sh_std_fx17_3_1_2_0,"(-1, 21)",
429,bitmap,sh_std_fx17_1_1_2_0,"(-4, 40)",
430,bitmap,sh_std_fx17_3_1_3_0,"(-1, 21)",
431,bitmap,sh_std_fx17_1_1_3_0,"(-1, 39)",
432,bitmap,sh_std_fx17_3_1_7_0,"(-1, 39)",
433,bitmap,sh_std_fx17_2_1_7_0,"(-12, 36)",
441,bitmap,sh_std_fx18_sd,"(-4, 7)",
442,palette,fxufo yellow palette 50,"(0, 0)",
443,bitmap,sh_std_fx18_2_1_0_0,"(7, 33)",
444,bitmap,sh_std_fx18_3_1_0_0,"(-1, 37)",
445,bitmap,sh_std_fx18_1_1_0_0,"(-19, 24)",
446,bitmap,sh_std_fx18_3_1_1_0,"(-1, 42)",
447,bitmap,sh_std_fx18_1_1_1_0,"(-8, 21)",
448,bitmap,sh_std_fx18_3_1_2_0,"(-1, 21)",
449,bitmap,sh_std_fx18_1_1_2_0,"(-4, 40)",
450,bitmap,sh_std_fx18_3_1_3_0,"(-1, 21)",
451,bitmap,sh_std_fx18_1_1_3_0,"(-1, 39)",
452,bitmap,sh_std_fx18_3_1_7_0,"(-1, 39)",
453,bitmap,sh_std_fx18_2_1_7_0,"(-12, 36)",
471,palette,fx policecar palette 50,"(0, 0)",
472,bitmap,sh_std_fx19_2_1_0_0,"(-1, 42)",
473,bitmap,sh_std_fx19_3_1_0_0,"(-4, 29)",
474,bitmap,sh_std_fx19_1_1_0_0,"(-17, 15)",
475,bitmap,sh_std_fx19_2_1_1_0,"(-3, 46)",
476,bitmap,sh_std_fx19_3_1_1_0,"(-7, 34)",
477,bitmap,sh_std_fx19_1_1_1_0,"(-24, 37)",
478,bitmap,sh_std_fx19_2_1_2_0,"(-1, 42)",
479,bitmap,sh_std_fx19_3_1_2_0,"(-4, 31)",
480,bitmap,sh_std_fx19_1_1_2_0,"(-4, 29)",
481,bitmap,sh_std_fx19_2_1_3_0,"(-2, 47)",
482,bitmap,sh_std_fx19_3_1_3_0,"(-8, 27)",
483,bitmap,sh_std_fx19_1_1_3_0,"(-8, 27)",
484,bitmap,sh_std_fx19_2_1_7_0,"(-3, 47)",
485,bitmap,sh_std_fx19_3_1_7_0,"(-8, 26)",
486,bitmap,sh_std_fx19_1_1_7_0,"(-8, 13)",
487,bitmap,sh_std_fx19_sd_1_0_0,"(-1, 7)",
488,bitmap,sh_std_fx19_sd_1_2_0,"(-1, 5)",
489,bitmap,sh_std_fx19_sd_1_1_0,"(-4, -1)",
490,bitmap,sh_std_fx19_sd_1_3_0,"(-4, 4)",
491,bitmap,sh_std_fx19_sd_1_7_0,"(-4, 4)",
511,palette,fx ambulance palette 50,"(0, 0)",
512,bitmap,sh_std_fx20_2_1_0_0,"(-1, 42)",
513,bitmap,sh_std_fx20_3_1_0_0,"(-5, 28)",
514,bitmap,sh_std_fx20_1_1_0_0,"(-3, 36)",
515,bitmap,sh_std_fx20_2_1_1_0,"(-2, 46)",
516,bitmap,sh_std_fx20_3_1_1_0,"(-15, 42)",
517,bitmap,sh_std_fx20_1_1_1_0,"(-20, 42)",
518,bitmap,sh_std_fx20_2_1_2_0,"(-1, 42)",
519,bitmap,sh_std_fx20_3_1_2_0,"(-16, 31)",
520,bitmap,sh_std_fx20_1_1_2_0,"(-16, 16)",
521,bitmap,sh_std_fx20_2_1_3_0,"(-2, 47)",
522,bitmap,sh_std_fx20_3_1_3_0,"(-8, 27)",
523,bitmap,sh_std_fx20_1_1_3_0,"(-8, 27)",
524,bitmap,sh_std_fx20_2_1_7_0,"(-3, 47)",
525,bitmap,sh_std_fx20_3_1_7_0,"(-8, 26)",
526,bitmap,sh_std_fx20_1_1_7_0,"(-8, 13)",
527,bitmap,sh_std_fx20_sd_1_0_0,"(-1, 7)",
528,bitmap,sh_std_fx20_sd_1_2_0,"(-1, 5)",
529,bitmap,sh_std_fx20_sd_1_1_0,"(-4, -1)",
530,bitmap,sh_std_fx20_sd_1_3_0,"(-4, 4)",
531,bitmap,sh_std_fx20_sd_1_7_0,"(-4, 4)",
551,palette,jenkki palette 50,"(0, 0)",
552,bitmap,sh_std_fx21_1_1_0_0,"(-11, 21)",
553,bitmap,sh_std_fx21_2_1_0_0,"(-1, 15)",
554,bitmap,sh_std_fx21_3_1_0_0,"(-14, 18)",
555,bitmap,sh_std_fx21_1_1_1_0,"(-12, 13)",
556,bitmap,sh_std_fx21_2_1_1_0,"(-1, 20)",
557,bitmap,sh_std_fx21_3_1_1_0,"(-25, -1)",
558,bitmap,sh_std_fx21_1_1_2_0,"(-5, 18)",
559,bitmap,sh_std_fx21_2_1_2_0,"(-1, 17)",
560,bitmap,sh_std_fx21_3_1_2_0,"(-13, 15)",
561,bitmap,sh_std_fx21_1_1_3_0,"(-3, 21)",
562,bitmap,sh_std_fx21_2_1_3_0,"(-2, 16)",
563,bitmap,sh_std_fx21_3_1_3_0,"(-6, 13)",
564,bitmap,sh_std_fx21_1_1_7_0,"(-3, 21)",
565,bitmap,sh_std_fx21_2_1_7_0,"(-3, 13)",
566,bitmap,sh_std_fx21_3_1_7_0,"(-8, 18)",
567,bitmap,sh_std_fx21_sd_1_0_0,"(-3, 7)",
568,bitmap,sh_std_fx21_sd_1_1_0,"(-4, 3)",
569,bitmap,sh_std_fx21_sd_1_2_0,"(-1, 7)",
570,bitmap,sh_std_fx21_sd_1_3_0,"(-3, 6)",
571,bitmap,sh_std_fx21_sd_1_7_0,"(-4, 8)",
584,palette,fx topfuel_sml Palette,"(0, 0)",
585,bitmap,sh_std_fx22_1_1_0_0,"(-10, 21)",
586,bitmap,sh_std_fx22_2_1_0_0,"(-1, 19)",
587,bitmap,sh_std_fx22_3_1_0_0,"(-13, 18)",
588,bitmap,sh_std_fx22_1_1_1_0,"(-12, 13)",
589,bitmap,sh_std_fx22_2_1_1_0,"(-1, 22)",
590,bitmap,sh_std_fx22_3_1_1_0,"(-25, -1)",
591,bitmap,sh_std_fx22_1_1_2_0,"(-1, 20)",
592,bitmap,sh_std_fx22_2_1_2_0,"(-1, 18)",
593,bitmap,sh_std_fx22_3_1_2_0,"(-13, 15)",
594,bitmap,sh_std_fx22_1_1_3_0,"(-3, 22)",
595,bitmap,sh_std_fx22_2_1_3_0,"(-2, 16)",
596,bitmap,sh_std_fx22_3_1_3_0,"(-6, 13)",
597,bitmap,sh_std_fx22_1_1_7_0,"(-3, 21)",
598,bitmap,sh_std_fx22_2_1_7_0,"(-3, 16)",
599,bitmap,sh_std_fx22_3_1_7_0,"(-8, 18)",
600,bitmap,sh_std_fx22_sd_1_0_0,"(-3, 7)",
601,bitmap,sh_std_fx22_sd_1_1_0,"(-4, 3)",
602,bitmap,sh_std_fx22_sd_1_2_0,"(-1, 7)",
603,bitmap,sh_std_fx22_sd_1_3_0,"(-3, 6)",
604,bitmap,sh_std_fx22_sd_1_7_0,"(-4, 8)",
