Number,Type,Name,Registration Point,Filename
112,bitmap,h_drk_ri_9_1_0,"(-41, 56)",
113,bitmap,h_drk_ri_9_2_0,"(-39, 52)",
114,bitmap,h_drk_ri_9_3_0,"(-29, 50)",
115,bitmap,h_drk_ri_9_4_0,"(-11, 55)",
116,bitmap,h_drk_ri_9_5_0,"(-7, 56)",
117,bitmap,h_drk_ri_9_6_0,"(-17, 59)",
118,bitmap,h_drk_ri_9_7_0,"(-32, 58)",
121,bitmap,h_crr_ri_667_0_0,"(-47, 45)",
122,bitmap,h_crr_ri_667_1_0,"(-41, 40)",
123,bitmap,h_crr_ri_667_2_0,"(-30, 35)",
124,bitmap,h_crr_ri_667_3_0,"(-22, 38)",
125,bitmap,h_crr_ri_667_4_0,"(-4, 40)",
126,bitmap,h_crr_ri_667_5_0,"(-9, 41)",
127,bitmap,h_crr_ri_667_6_0,"(-25, 21)",
128,bitmap,h_crr_ri_667_7_0,"(-27, 21)",
131,bitmap,h_drk_ri_667_0_0,"(-40, 64)",
132,bitmap,h_drk_ri_667_1_0,"(-44, 58)",
133,bitmap,h_drk_ri_667_2_0,"(-38, 52)",
134,bitmap,h_drk_ri_667_3_0,"(-26, 49)",
135,bitmap,h_drk_ri_667_4_0,"(-8, 56)",
136,bitmap,h_drk_ri_667_5_0,"(-6, 59)",
137,bitmap,h_drk_ri_667_6_0,"(-16, 61)",
138,bitmap,h_drk_ri_667_7_0,"(-39, 49)",
141,bitmap,h_crr_ri_33_0_0,"(-51, 42)",
142,bitmap,h_crr_ri_33_1_0,"(-46, 37)",
143,bitmap,h_crr_ri_33_2_0,"(-33, 32)",
144,bitmap,h_crr_ri_33_3_0,"(-25, 34)",
145,bitmap,h_crr_ri_33_4_0,"(-8, 38)",
146,bitmap,h_crr_ri_33_5_0,"(-13, 39)",
147,bitmap,h_crr_ri_33_6_0,"(-25, 21)",
148,bitmap,h_crr_ri_33_7_0,"(-27, 21)",
151,bitmap,h_drk_ri_33_0_0,"(-40, 59)",
152,bitmap,h_drk_ri_33_1_0,"(-43, 55)",
153,bitmap,h_drk_ri_33_2_0,"(-36, 50)",
154,bitmap,h_drk_ri_33_3_0,"(-27, 49)",
155,bitmap,h_drk_ri_33_4_0,"(-10, 53)",
156,bitmap,h_drk_ri_33_5_0,"(-5, 53)",
157,bitmap,h_drk_ri_33_6_0,"(-14, 57)",
158,bitmap,h_drk_ri_33_7_0,"(-26, 58)",
161,bitmap,h_crr_ri_42_0_0,"(-51, 41)",
162,bitmap,h_crr_ri_42_1_0,"(-44, 36)",
163,bitmap,h_crr_ri_42_2_0,"(-36, 31)",
164,bitmap,h_crr_ri_42_3_0,"(-25, 33)",
165,bitmap,h_crr_ri_42_4_0,"(-9, 37)",
166,bitmap,h_crr_ri_42_5_0,"(-13, 36)",
167,bitmap,h_crr_ri_42_6_0,"(-25, 21)",
168,bitmap,h_crr_ri_42_7_0,"(-27, 21)",
171,bitmap,h_drk_ri_42_0_0,"(-39, 63)",
172,bitmap,h_drk_ri_42_1_0,"(-43, 56)",
173,bitmap,h_drk_ri_42_2_0,"(-38, 53)",
174,bitmap,h_drk_ri_42_3_0,"(-29, 50)",
175,bitmap,h_drk_ri_42_4_0,"(-11, 55)",
176,bitmap,h_drk_ri_42_5_0,"(-7, 56)",
177,bitmap,h_drk_ri_42_6_0,"(-20, 65)",
178,bitmap,h_drk_ri_42_7_0,"(-33, 61)",
181,bitmap,h_crr_ri_43_0_0,"(-51, 40)",
182,bitmap,h_crr_ri_43_1_0,"(-44, 35)",
183,bitmap,h_crr_ri_43_2_0,"(-36, 30)",
184,bitmap,h_crr_ri_43_3_0,"(-25, 32)",
185,bitmap,h_crr_ri_43_4_0,"(-9, 36)",
186,bitmap,h_crr_ri_43_5_0,"(-13, 35)",
187,bitmap,h_crr_ri_43_6_0,"(-25, 21)",
188,bitmap,h_crr_ri_43_7_0,"(-27, 21)",
191,bitmap,h_drk_ri_43_0_0,"(-40, 62)",
192,bitmap,h_drk_ri_43_1_0,"(-43, 55)",
193,bitmap,h_drk_ri_43_2_0,"(-38, 53)",
194,bitmap,h_drk_ri_43_3_0,"(-29, 50)",
195,bitmap,h_drk_ri_43_4_0,"(-8, 52)",
196,bitmap,h_drk_ri_43_5_0,"(-6, 54)",
197,bitmap,h_drk_ri_43_6_0,"(-17, 58)",
198,bitmap,h_drk_ri_43_7_0,"(-30, 61)",
201,bitmap,h_crr_ri_44_0_0,"(-51, 40)",
202,bitmap,h_crr_ri_44_1_0,"(-44, 35)",
203,bitmap,h_crr_ri_44_2_0,"(-36, 30)",
204,bitmap,h_crr_ri_44_3_0,"(-25, 32)",
205,bitmap,h_crr_ri_44_4_0,"(-9, 36)",
206,bitmap,h_crr_ri_44_5_0,"(-13, 35)",
207,bitmap,h_crr_ri_44_6_0,"(-25, 21)",
208,bitmap,h_crr_ri_44_7_0,"(-27, 21)",
211,bitmap,h_drk_ri_44_0_0,"(-40, 62)",
212,bitmap,h_drk_ri_44_1_0,"(-43, 55)",
213,bitmap,h_drk_ri_44_2_0,"(-38, 53)",
214,bitmap,h_drk_ri_44_3_0,"(-29, 50)",
215,bitmap,h_drk_ri_44_4_0,"(-8, 52)",
216,bitmap,h_drk_ri_44_5_0,"(-6, 54)",
217,bitmap,h_drk_ri_44_6_0,"(-17, 58)",
218,bitmap,h_drk_ri_44_7_0,"(-30, 61)",
221,bitmap,h_crr_ri_45_0_0,"(-46, 49)",
222,bitmap,h_crr_ri_45_1_0,"(-39, 44)",
223,bitmap,h_crr_ri_45_2_0,"(-31, 39)",
224,bitmap,h_crr_ri_45_3_0,"(-20, 41)",
225,bitmap,h_crr_ri_45_4_0,"(-4, 45)",
226,bitmap,h_crr_ri_45_5_0,"(-8, 44)",
227,bitmap,h_crr_ri_45_6_0,"(-25, 21)",
228,bitmap,h_crr_ri_45_7_0,"(-27, 21)",
231,bitmap,h_drk_ri_45_0_0,"(-33, 62)",
232,bitmap,h_drk_ri_45_1_0,"(-34, 60)",
233,bitmap,h_drk_ri_45_2_0,"(-31, 62)",
234,bitmap,h_drk_ri_45_3_0,"(-24, 59)",
235,bitmap,h_drk_ri_45_4_0,"(-8, 56)",
236,bitmap,h_drk_ri_45_5_0,"(-6, 59)",
237,bitmap,h_drk_ri_45_6_0,"(-17, 61)",
238,bitmap,h_drk_ri_45_7_0,"(-30, 61)",
241,bitmap,h_crr_ri_46_0_0,"(-49, 47)",
242,bitmap,h_crr_ri_46_1_0,"(-42, 40)",
243,bitmap,h_crr_ri_46_2_0,"(-36, 32)",
244,bitmap,h_crr_ri_46_3_0,"(-26, 36)",
245,bitmap,h_crr_ri_46_4_0,"(-8, 40)",
246,bitmap,h_crr_ri_46_5_0,"(-12, 40)",
247,bitmap,h_crr_ri_46_6_0,"(-25, 21)",
248,bitmap,h_crr_ri_46_7_0,"(-27, 21)",
249,palette,fish_palette,"(0, 0)",
251,bitmap,h_drk_ri_46_0_0,"(-40, 69)",
252,bitmap,h_drk_ri_46_1_0,"(-43, 59)",
253,bitmap,h_drk_ri_46_2_0,"(-39, 53)",
254,bitmap,h_drk_ri_46_3_0,"(-29, 50)",
255,bitmap,h_drk_ri_46_4_0,"(-7, 54)",
256,bitmap,h_drk_ri_46_5_0,"(6, 61)",
257,bitmap,h_drk_ri_46_6_0,"(-14, 70)",
258,bitmap,h_drk_ri_46_7_0,"(-32, 66)",
261,bitmap,h_crr_ri_47_0_0,"(-47, 45)",
262,bitmap,h_crr_ri_47_1_0,"(-41, 40)",
263,bitmap,h_crr_ri_47_2_0,"(-30, 35)",
264,bitmap,h_crr_ri_47_3_0,"(-22, 38)",
265,bitmap,h_crr_ri_47_4_0,"(-4, 40)",
266,bitmap,h_crr_ri_47_5_0,"(-9, 41)",
267,bitmap,h_crr_ri_47_6_0,"(-25, 21)",
268,bitmap,h_crr_ri_47_7_0,"(-27, 21)",
271,bitmap,h_drk_ri_47_0_0,"(-40, 64)",
272,bitmap,h_drk_ri_47_1_0,"(-44, 58)",
273,bitmap,h_drk_ri_47_2_0,"(-38, 52)",
274,bitmap,h_drk_ri_47_3_0,"(-26, 49)",
275,bitmap,h_drk_ri_47_4_0,"(-8, 56)",
276,bitmap,h_drk_ri_47_5_0,"(-6, 59)",
277,bitmap,h_drk_ri_47_6_0,"(-16, 61)",
278,bitmap,h_drk_ri_47_7_0,"(-39, 49)",
281,bitmap,h_crr_ri_50_0_0,"(-51, 43)",
282,bitmap,h_crr_ri_50_1_0,"(-45, 38)",
283,bitmap,h_crr_ri_50_2_0,"(-34, 32)",
284,bitmap,h_crr_ri_50_3_0,"(-25, 33)",
285,bitmap,h_crr_ri_50_4_0,"(-9, 35)",
286,bitmap,h_crr_ri_50_5_0,"(-11, 37)",
287,bitmap,h_crr_ri_50_6_0,"(-39, 49)",
288,bitmap,h_crr_ri_50_7_0,"(-39, 49)",
291,bitmap,h_drk_ri_50_0_0,"(-44, 64)",
292,bitmap,h_drk_ri_50_1_0,"(-44, 60)",
293,bitmap,h_drk_ri_50_2_0,"(-41, 55)",
294,bitmap,h_drk_ri_50_3_0,"(-29, 51)",
295,bitmap,h_drk_ri_50_4_0,"(-13, 55)",
296,bitmap,h_drk_ri_50_5_0,"(-10, 60)",
297,bitmap,h_drk_ri_50_6_0,"(-20, 61)",
298,bitmap,h_drk_ri_50_7_0,"(-39, 49)",
301,bitmap,h_crr_ri_51_0_0,"(-49, 40)",
302,bitmap,h_crr_ri_51_1_0,"(-43, 36)",
303,bitmap,h_crr_ri_51_2_0,"(-35, 31)",
304,bitmap,h_crr_ri_51_3_0,"(-23, 30)",
305,bitmap,h_crr_ri_51_4_0,"(-5, 33)",
306,bitmap,h_crr_ri_51_5_0,"(-8, 34)",
307,bitmap,h_crr_ri_51_6_0,"(-39, 49)",
308,bitmap,h_crr_ri_51_7_0,"(-39, 49)",
311,bitmap,h_drk_ri_51_0_0,"(-41, 61)",
312,bitmap,h_drk_ri_51_1_0,"(-41, 57)",
313,bitmap,h_drk_ri_51_2_0,"(-39, 52)",
314,bitmap,h_drk_ri_51_3_0,"(-27, 48)",
315,bitmap,h_drk_ri_51_4_0,"(-11, 52)",
316,bitmap,h_drk_ri_51_5_0,"(-7, 57)",
317,bitmap,h_drk_ri_51_6_0,"(-17, 59)",
318,bitmap,h_drk_ri_51_7_0,"(-39, 49)",
321,bitmap,h_crr_ri_52_0_0,"(-50, 40)",
322,bitmap,h_crr_ri_52_1_0,"(-44, 36)",
323,bitmap,h_crr_ri_52_2_0,"(-35, 31)",
324,bitmap,h_crr_ri_52_3_0,"(-26, 31)",
325,bitmap,h_crr_ri_52_4_0,"(-8, 34)",
326,bitmap,h_crr_ri_52_5_0,"(-10, 34)",
327,bitmap,h_crr_ri_52_6_0,"(-39, 49)",
328,bitmap,h_crr_ri_52_7_0,"(-39, 49)",
331,bitmap,h_drk_ri_52_0_0,"(-43, 62)",
332,bitmap,h_drk_ri_52_1_0,"(-43, 57)",
333,bitmap,h_drk_ri_52_2_0,"(-41, 52)",
334,bitmap,h_drk_ri_52_3_0,"(-29, 48)",
335,bitmap,h_drk_ri_52_4_0,"(-13, 52)",
336,bitmap,h_drk_ri_52_5_0,"(-9, 57)",
337,bitmap,h_drk_ri_52_6_0,"(-19, 59)",
338,bitmap,h_drk_ri_52_7_0,"(-39, 49)",
341,bitmap,h_crr_ri_53_0_0,"(-50, 43)",
342,bitmap,h_crr_ri_53_1_0,"(-44, 38)",
343,bitmap,h_crr_ri_53_2_0,"(-35, 31)",
344,bitmap,h_crr_ri_53_3_0,"(-25, 32)",
345,bitmap,h_crr_ri_53_4_0,"(-7, 34)",
346,bitmap,h_crr_ri_53_5_0,"(-10, 37)",
347,bitmap,h_crr_ri_53_6_0,"(-39, 49)",
348,bitmap,h_crr_ri_53_7_0,"(-39, 49)",
351,bitmap,h_drk_ri_53_0_0,"(-43, 64)",
352,bitmap,h_drk_ri_53_1_0,"(-43, 60)",
353,bitmap,h_drk_ri_53_2_0,"(-40, 55)",
354,bitmap,h_drk_ri_53_3_0,"(-28, 51)",
355,bitmap,h_drk_ri_53_4_0,"(-12, 55)",
356,bitmap,h_drk_ri_53_5_0,"(-9, 60)",
357,bitmap,h_drk_ri_53_6_0,"(-19, 61)",
358,bitmap,h_drk_ri_53_7_0,"(-39, 49)",
361,bitmap,h_crr_ri_54_0_0,"(-47, 45)",
362,bitmap,h_crr_ri_54_1_0,"(-41, 40)",
363,bitmap,h_crr_ri_54_2_0,"(-30, 35)",
364,bitmap,h_crr_ri_54_3_0,"(-22, 38)",
365,bitmap,h_crr_ri_54_4_0,"(-4, 40)",
366,bitmap,h_crr_ri_54_5_0,"(-9, 41)",
367,bitmap,h_crr_ri_54_6_0,"(-25, 21)",
368,bitmap,h_crr_ri_54_7_0,"(-27, 21)",
371,bitmap,h_drk_ri_54_0_0,"(-40, 64)",
372,bitmap,h_drk_ri_54_1_0,"(-44, 58)",
373,bitmap,h_drk_ri_54_2_0,"(-38, 52)",
374,bitmap,h_drk_ri_54_3_0,"(-26, 49)",
375,bitmap,h_drk_ri_54_4_0,"(-8, 56)",
376,bitmap,h_drk_ri_54_5_0,"(-6, 59)",
377,bitmap,h_drk_ri_54_6_0,"(-16, 61)",
378,bitmap,h_drk_ri_54_7_0,"(-39, 49)",
381,bitmap,h_crr_ri_48_0_0,"(-51, 38)",
382,bitmap,h_crr_ri_48_1_0,"(-44, 33)",
383,bitmap,h_crr_ri_48_2_0,"(-36, 28)",
384,bitmap,h_crr_ri_48_3_0,"(-25, 30)",
385,bitmap,h_crr_ri_48_4_0,"(-9, 34)",
386,bitmap,h_crr_ri_48_5_0,"(-13, 33)",
387,bitmap,h_crr_ri_48_6_0,"(-25, 21)",
388,bitmap,h_crr_ri_48_7_0,"(-27, 21)",
389,palette,ads_oc_soda_palette3,"(0, 0)",
391,bitmap,h_drk_ri_48_0_0,"(-39, 61)",
392,bitmap,h_drk_ri_48_1_0,"(-43, 55)",
393,bitmap,h_drk_ri_48_2_0,"(-38, 53)",
394,bitmap,h_drk_ri_48_3_0,"(-29, 47)",
395,bitmap,h_drk_ri_48_5_0,"(-7, 55)",
396,bitmap,h_drk_ri_48_6_0,"(-22, 63)",
397,bitmap,h_drk_ri_48_7_0,"(-33, 58)",
398,bitmap,h_drk_ri_48_4_0,"(-11, 53)",
401,bitmap,h_crr_ri_55_0_0,"(-51, 38)",
402,bitmap,h_crr_ri_55_1_0,"(-44, 33)",
403,bitmap,h_crr_ri_55_2_0,"(-36, 28)",
404,bitmap,h_crr_ri_55_3_0,"(-25, 30)",
405,bitmap,h_crr_ri_55_4_0,"(-9, 34)",
406,bitmap,h_crr_ri_55_5_0,"(-13, 33)",
407,bitmap,h_crr_ri_55_6_0,"(-25, 21)",
408,bitmap,h_crr_ri_55_7_0,"(-27, 21)",
409,palette,ads_oc_soda_palette3,"(0, 0)",
411,bitmap,h_drk_ri_55_0_0,"(-39, 61)",
412,bitmap,h_drk_ri_55_1_0,"(-43, 55)",
413,bitmap,h_drk_ri_55_2_0,"(-38, 53)",
414,bitmap,h_drk_ri_55_3_0,"(-29, 47)",
415,bitmap,h_drk_ri_55_5_0,"(-7, 55)",
416,bitmap,h_drk_ri_55_6_0,"(-22, 63)",
417,bitmap,h_drk_ri_55_7_0,"(-33, 58)",
418,bitmap,h_drk_ri_55_4_0,"(-11, 53)",
421,bitmap,h_crr_ri_56_0_0,"(-52, 41)",
422,bitmap,h_crr_ri_56_1_0,"(-45, 34)",
423,bitmap,h_crr_ri_56_2_0,"(-34, 31)",
424,bitmap,h_crr_ri_56_3_0,"(-24, 33)",
425,bitmap,h_crr_ri_56_4_0,"(-7, 36)",
426,bitmap,h_crr_ri_56_5_0,"(-14, 33)",
427,bitmap,h_crr_ri_56_6_0,"(-25, 21)",
428,bitmap,h_crr_ri_56_7_0,"(-27, 21)",
429,palette,scifi_bar_flat Palette,"(0, 0)",
431,bitmap,h_drk_ri_56_0_0,"(-36, 60)",
432,bitmap,h_drk_ri_56_1_0,"(-40, 55)",
433,bitmap,h_drk_ri_56_2_0,"(-38, 53)",
434,bitmap,h_drk_ri_56_3_0,"(-30, 49)",
435,bitmap,h_drk_ri_56_5_0,"(-4, 53)",
436,bitmap,h_drk_ri_56_6_0,"(-20, 66)",
437,bitmap,h_drk_ri_56_7_0,"(-36, 58)",
438,bitmap,h_drk_ri_56_4_0,"(-9, 53)",
441,bitmap,h_crr_ri_57_0_0,"(-50, 40)",
442,bitmap,h_crr_ri_57_1_0,"(-44, 36)",
443,bitmap,h_crr_ri_57_2_0,"(-35, 31)",
444,bitmap,h_crr_ri_57_3_0,"(-26, 31)",
445,bitmap,h_crr_ri_57_4_0,"(-8, 34)",
446,bitmap,h_crr_ri_57_5_0,"(-10, 34)",
447,bitmap,h_crr_ri_57_6_0,"(-39, 49)",
448,bitmap,h_crr_ri_57_7_0,"(-39, 49)",
449,palette,moodi palette,"(0, 0)",
451,bitmap,h_drk_ri_57_0_0,"(-43, 62)",
452,bitmap,h_drk_ri_57_1_0,"(-43, 57)",
453,bitmap,h_drk_ri_57_2_0,"(-41, 52)",
454,bitmap,h_drk_ri_57_3_0,"(-29, 48)",
455,bitmap,h_drk_ri_57_4_0,"(-13, 52)",
456,bitmap,h_drk_ri_57_5_0,"(-9, 57)",
457,bitmap,h_drk_ri_57_6_0,"(-19, 59)",
458,bitmap,h_drk_ri_57_7_0,"(-39, 49)",
461,bitmap,h_crr_ri_58_0_0,"(-50, 40)",
462,bitmap,h_crr_ri_58_1_0,"(-44, 36)",
463,bitmap,h_crr_ri_58_2_0,"(-35, 31)",
464,bitmap,h_crr_ri_58_3_0,"(-26, 31)",
465,bitmap,h_crr_ri_58_4_0,"(-8, 34)",
466,bitmap,h_crr_ri_58_5_0,"(-10, 34)",
467,bitmap,h_crr_ri_58_6_0,"(-39, 49)",
468,bitmap,h_crr_ri_58_7_0,"(-39, 49)",
471,bitmap,h_drk_ri_58_0_0,"(-43, 62)",
472,bitmap,h_drk_ri_58_1_0,"(-43, 57)",
473,bitmap,h_drk_ri_58_2_0,"(-41, 52)",
474,bitmap,h_drk_ri_58_3_0,"(-29, 48)",
475,bitmap,h_drk_ri_58_4_0,"(-13, 52)",
476,bitmap,h_drk_ri_58_5_0,"(-9, 57)",
477,bitmap,h_drk_ri_58_6_0,"(-19, 59)",
478,bitmap,h_drk_ri_58_7_0,"(-39, 49)",
481,bitmap,h_crr_ri_59_0_0,"(-50, 40)",
482,bitmap,h_crr_ri_59_1_0,"(-44, 36)",
483,bitmap,h_crr_ri_59_2_0,"(-35, 31)",
484,bitmap,h_crr_ri_59_3_0,"(-26, 31)",
485,bitmap,h_crr_ri_59_4_0,"(-8, 34)",
486,bitmap,h_crr_ri_59_5_0,"(-10, 34)",
487,bitmap,h_crr_ri_59_6_0,"(-39, 49)",
488,bitmap,h_crr_ri_59_7_0,"(-39, 49)",
491,bitmap,h_drk_ri_59_0_0,"(-43, 62)",
492,bitmap,h_drk_ri_59_1_0,"(-43, 57)",
493,bitmap,h_drk_ri_59_2_0,"(-41, 52)",
494,bitmap,h_drk_ri_59_3_0,"(-29, 48)",
495,bitmap,h_drk_ri_59_4_0,"(-13, 52)",
496,bitmap,h_drk_ri_59_5_0,"(-9, 57)",
497,bitmap,h_drk_ri_59_6_0,"(-19, 59)",
498,bitmap,h_drk_ri_59_7_0,"(-39, 49)",
501,bitmap,h_crr_ri_60_0_0,"(-50, 46)",
502,bitmap,h_crr_ri_60_1_0,"(-43, 39)",
503,bitmap,h_crr_ri_60_2_0,"(-32, 36)",
504,bitmap,h_crr_ri_60_3_0,"(-22, 38)",
505,bitmap,h_crr_ri_60_4_0,"(-5, 41)",
506,bitmap,h_crr_ri_60_5_0,"(-12, 38)",
507,bitmap,h_crr_ri_60_6_0,"(-25, 21)",
508,bitmap,h_crr_ri_60_7_0,"(-27, 21)",
509,palette,chupadoo palette,"(0, 0)",
511,bitmap,h_drk_ri_60_0_0,"(-34, 58)",
512,bitmap,h_drk_ri_60_1_0,"(-38, 57)",
513,bitmap,h_drk_ri_60_2_0,"(-36, 53)",
514,bitmap,h_drk_ri_60_3_0,"(-28, 54)",
515,bitmap,h_drk_ri_60_5_0,"(-8, 55)",
516,bitmap,h_drk_ri_60_6_0,"(-19, 64)",
517,bitmap,h_drk_ri_60_7_0,"(-36, 58)",
518,bitmap,h_drk_ri_60_4_0,"(-8, 52)",
521,bitmap,h_crr_ri_61_0_0,"(-49, 42)",
522,bitmap,h_crr_ri_61_1_0,"(-41, 37)",
523,bitmap,h_crr_ri_61_2_0,"(-35, 32)",
524,bitmap,h_crr_ri_61_3_0,"(-24, 34)",
525,bitmap,h_crr_ri_61_4_0,"(-8, 38)",
526,bitmap,h_crr_ri_61_5_0,"(-10, 37)",
527,bitmap,h_crr_ri_61_6_0,"(-25, 21)",
528,bitmap,h_crr_ri_61_7_0,"(-27, 21)",
529,palette,paula palette,"(0, 0)",
531,bitmap,h_drk_ri_61_0_0,"(-38, 62)",
532,bitmap,h_drk_ri_61_1_0,"(-42, 58)",
533,bitmap,h_drk_ri_61_2_0,"(-35, 54)",
534,bitmap,h_drk_ri_61_3_0,"(-28, 52)",
535,bitmap,h_drk_ri_61_4_0,"(-7, 53)",
536,bitmap,h_drk_ri_61_5_0,"(-5, 58)",
537,bitmap,h_drk_ri_61_6_0,"(-16, 60)",
538,bitmap,h_drk_ri_61_7_0,"(-29, 62)",
541,bitmap,h_crr_ri_62_0_0,"(-49, 44)",
542,bitmap,h_crr_ri_62_1_0,"(-42, 37)",
543,bitmap,h_crr_ri_62_2_0,"(-31, 34)",
544,bitmap,h_crr_ri_62_3_0,"(-21, 36)",
545,bitmap,h_crr_ri_62_4_0,"(-5, 38)",
546,bitmap,h_crr_ri_62_5_0,"(-11, 36)",
547,bitmap,h_crr_ri_62_6_0,"(-25, 21)",
548,bitmap,h_crr_ri_62_7_0,"(-27, 21)",
551,bitmap,h_drk_ri_62_0_0,"(-31, 59)",
552,bitmap,h_drk_ri_62_1_0,"(-40, 56)",
553,bitmap,h_drk_ri_62_2_0,"(-40, 53)",
554,bitmap,h_drk_ri_62_3_0,"(-27, 50)",
555,bitmap,h_drk_ri_62_4_0,"(0, 55)",
