Number,Type,Name,Registration Point,Filename
151,bitmap,sh_std_ha_8_0_0,"(-6, 43)",
152,bitmap,sh_std_ha_8_1_0,"(-7, 43)",
153,bitmap,sh_std_ha_8_2_0,"(-3, 42)",
154,bitmap,sh_std_ha_8_3_0,"(-2, 41)",
155,bitmap,sh_std_ha_8_7_0,"(-3, 40)",
156,bitmap,sh_spk_ha_8_0_0,"(-6, 44)",
157,bitmap,sh_spk_ha_8_1_0,"(-7, 44)",
158,bitmap,sh_spk_ha_8_2_0,"(-3, 43)",
159,bitmap,sh_spk_ha_8_3_0,"(-2, 42)",
160,bitmap,sh_spk_ha_8_7_0,"(-3, 41)",
161,bitmap,sh_lay_ha_8_2_0,"(11, 19)",
171,bitmap,sh_std_ha_9_0_0,"(-8, 39)",
172,bitmap,sh_std_ha_9_1_0,"(-8, 39)",
173,bitmap,sh_std_ha_9_2_0,"(-7, 38)",
174,bitmap,sh_std_ha_9_3_0,"(-9, 38)",
175,bitmap,sh_std_ha_9_7_0,"(-10, 39)",
176,bitmap,sh_spk_ha_9_0_0,"(-8, 40)",
177,bitmap,sh_spk_ha_9_1_0,"(-8, 40)",
178,bitmap,sh_spk_ha_9_2_0,"(-7, 39)",
179,bitmap,sh_spk_ha_9_3_0,"(-9, 39)",
180,bitmap,sh_spk_ha_9_7_0,"(-10, 40)",
181,bitmap,sh_lay_ha_9_2_0,"(10, 19)",
191,bitmap,sh_std_ha_10_0_0,"(-9, 38)",
192,bitmap,sh_std_ha_10_1_0,"(-9, 37)",
193,bitmap,sh_std_ha_10_2_0,"(-8, 37)",
194,bitmap,sh_std_ha_10_3_0,"(-9, 37)",
195,bitmap,sh_std_ha_10_7_0,"(-10, 38)",
196,bitmap,sh_spk_ha_10_0_0,"(-9, 38)",
197,bitmap,sh_spk_ha_10_1_0,"(-9, 38)",
198,bitmap,sh_spk_ha_10_2_0,"(-8, 38)",
199,bitmap,sh_spk_ha_10_3_0,"(-9, 38)",
200,bitmap,sh_spk_ha_10_7_0,"(-10, 38)",
201,bitmap,sh_lay_ha_10_2_0,"(10, 18)",
211,bitmap,sh_std_ha_11_0_0,"(-8, 38)",
212,bitmap,sh_std_ha_11_1_0,"(-7, 39)",
213,bitmap,sh_std_ha_11_2_0,"(-6, 39)",
214,bitmap,sh_std_ha_11_3_0,"(-7, 38)",
215,bitmap,sh_std_ha_11_7_0,"(-8, 38)",
216,bitmap,sh_spk_ha_11_0_0,"(-8, 39)",
217,bitmap,sh_spk_ha_11_1_0,"(-7, 40)",
218,bitmap,sh_spk_ha_11_2_0,"(-6, 40)",
219,bitmap,sh_spk_ha_11_3_0,"(-7, 39)",
220,bitmap,sh_spk_ha_11_7_0,"(-8, 39)",
221,bitmap,sh_lay_ha_11_2_0,"(10, 19)",
231,bitmap,sh_std_ha_12_0_0,"(-7, 39)",
232,bitmap,sh_std_ha_12_1_0,"(-6, 40)",
233,bitmap,sh_std_ha_12_2_0,"(-6, 40)",
234,bitmap,sh_std_ha_12_3_0,"(-8, 41)",
235,bitmap,sh_std_ha_12_7_0,"(-9, 39)",
236,bitmap,sh_spk_ha_12_0_0,"(-7, 40)",
237,bitmap,sh_spk_ha_12_1_0,"(-6, 41)",
238,bitmap,sh_spk_ha_12_2_0,"(-6, 41)",
239,bitmap,sh_spk_ha_12_3_0,"(-8, 42)",
240,bitmap,sh_spk_ha_12_7_0,"(-9, 40)",
241,bitmap,sh_lay_ha_12_2_0,"(13, 19)",
251,bitmap,sh_std_ha_13_0_0,"(-7, 38)",
252,bitmap,sh_std_ha_13_1_0,"(-6, 39)",
253,bitmap,sh_std_ha_13_2_0,"(-5, 39)",
254,bitmap,sh_std_ha_13_3_0,"(-7, 38)",
255,bitmap,sh_std_ha_13_7_0,"(-8, 38)",
256,bitmap,sh_spk_ha_13_0_0,"(-7, 39)",
257,bitmap,sh_spk_ha_13_1_0,"(-6, 40)",
258,bitmap,sh_spk_ha_13_2_0,"(-5, 40)",
259,bitmap,sh_spk_ha_13_3_0,"(-7, 39)",
260,bitmap,sh_spk_ha_13_7_0,"(-8, 39)",
261,bitmap,sh_lay_ha_13_2_0,"(12, 21)",
271,bitmap,sh_std_ha_14_0_0,"(-8, 43)",
272,bitmap,sh_std_ha_14_1_0,"(-6, 43)",
273,bitmap,sh_std_ha_14_2_0,"(-6, 43)",
274,bitmap,sh_std_ha_14_3_0,"(-7, 42)",
275,bitmap,sh_std_ha_14_7_0,"(-7, 44)",
276,bitmap,sh_spk_ha_14_0_0,"(-8, 44)",
277,bitmap,sh_spk_ha_14_1_0,"(-6, 44)",
278,bitmap,sh_spk_ha_14_2_0,"(-6, 44)",
279,bitmap,sh_spk_ha_14_3_0,"(-7, 43)",
280,bitmap,sh_spk_ha_14_7_0,"(-7, 45)",
281,bitmap,sh_lay_ha_14_2_0,"(15, 20)",
285,palette,s_darcy2 Palette,"(0, 0)",
291,bitmap,sh_std_ha_15_0_0,"(-7, 42)",
292,bitmap,sh_std_ha_15_1_0,"(-9, 41)",
293,bitmap,sh_std_ha_15_2_0,"(-7, 42)",
294,bitmap,sh_std_ha_15_3_0,"(-8, 40)",
295,bitmap,sh_std_ha_15_7_0,"(-9, 41)",
296,bitmap,sh_spk_ha_15_0_0,"(-7, 43)",
297,bitmap,sh_spk_ha_15_1_0,"(-9, 42)",
298,bitmap,sh_spk_ha_15_2_0,"(-7, 43)",
299,bitmap,sh_spk_ha_15_3_0,"(-8, 41)",
300,bitmap,sh_spk_ha_15_7_0,"(-9, 42)",
301,bitmap,sh_lay_ha_15_2_0,"(14, 20)",
305,palette,s_paperbag_palette,"(0, 0)",
311,bitmap,sh_std_ha_16_0_0,"(-9, 43)",
312,bitmap,sh_std_ha_16_1_0,"(-8, 44)",
313,bitmap,sh_std_ha_16_2_0,"(-8, 43)",
314,bitmap,sh_std_ha_16_3_0,"(-8, 43)",
315,bitmap,sh_std_ha_16_7_0,"(-9, 43)",
316,bitmap,sh_spk_ha_16_0_0,"(-9, 44)",
317,bitmap,sh_spk_ha_16_1_0,"(-8, 45)",
318,bitmap,sh_spk_ha_16_2_0,"(-8, 44)",
319,bitmap,sh_spk_ha_16_3_0,"(-8, 44)",
320,bitmap,sh_spk_ha_16_7_0,"(-9, 41)",
321,bitmap,sh_lay_ha_16_2_0,"(15, 22)",
325,palette,s_crown Palette,"(0, 0)",
331,bitmap,sh_std_ha_17_0_0,"(-6, 39)",
332,bitmap,sh_std_ha_17_1_0,"(-7, 38)",
333,bitmap,sh_std_ha_17_2_0,"(-4, 39)",
334,bitmap,sh_std_ha_17_3_0,"(-7, 39)",
335,bitmap,sh_std_ha_17_7_0,"(-8, 39)",
336,bitmap,sh_spk_ha_17_0_0,"(-6, 40)",
337,bitmap,sh_spk_ha_17_1_0,"(-7, 39)",
338,bitmap,sh_spk_ha_17_2_0,"(-4, 40)",
339,bitmap,sh_spk_ha_17_3_0,"(-7, 40)",
340,bitmap,sh_spk_ha_17_7_0,"(-8, 40)",
341,bitmap,sh_lay_ha_17_2_0,"(10, 18)",
351,bitmap,sh_std_ha_18_0_0,"(-8, 42)",
352,bitmap,sh_std_ha_18_1_0,"(-6, 43)",
353,bitmap,sh_std_ha_18_2_0,"(-7, 42)",
354,bitmap,sh_std_ha_18_3_0,"(-8, 42)",
355,bitmap,sh_std_ha_18_7_0,"(-8, 41)",
356,bitmap,sh_spk_ha_18_0_0,"(-8, 43)",
357,bitmap,sh_spk_ha_18_1_0,"(-6, 44)",
358,bitmap,sh_spk_ha_18_2_0,"(-7, 43)",
359,bitmap,sh_spk_ha_18_3_0,"(-8, 43)",
360,bitmap,sh_spk_ha_18_7_0,"(-8, 42)",
361,bitmap,sh_lay_ha_18_2_0,"(14, 21)",
371,bitmap,sh_std_ha_19_0_0,"(-8, 48)",
372,bitmap,sh_std_ha_19_1_0,"(-7, 45)",
373,bitmap,sh_std_ha_19_2_0,"(-8, 46)",
374,bitmap,sh_std_ha_19_3_0,"(-8, 46)",
375,bitmap,sh_std_ha_19_7_0,"(-10, 47)",
376,bitmap,sh_spk_ha_19_0_0,"(-8, 49)",
377,bitmap,sh_spk_ha_19_1_0,"(-7, 46)",
378,bitmap,sh_spk_ha_19_2_0,"(-8, 47)",
379,bitmap,sh_spk_ha_19_3_0,"(-8, 47)",
380,bitmap,sh_spk_ha_19_7_0,"(-10, 48)",
381,bitmap,sh_lay_ha_19_2_0,"(18, 23)",
391,bitmap,sh_std_ha_20_0_0,"(-7, 39)",
392,bitmap,sh_std_ha_20_1_0,"(-8, 40)",
393,bitmap,sh_std_ha_20_2_0,"(-7, 40)",
394,bitmap,sh_std_ha_20_3_0,"(-8, 39)",
395,bitmap,sh_std_ha_20_7_0,"(-8, 38)",
396,bitmap,sh_spk_ha_20_0_0,"(-7, 40)",
397,bitmap,sh_spk_ha_20_1_0,"(-8, 41)",
398,bitmap,sh_spk_ha_20_2_0,"(-7, 41)",
399,bitmap,sh_spk_ha_20_3_0,"(-8, 40)",
400,bitmap,sh_spk_ha_20_7_0,"(-8, 39)",
401,bitmap,sh_lay_ha_20_2_0,"(13, 21)",
411,bitmap,sh_std_ha_21_0_0,"(-7, 40)",
412,bitmap,sh_std_ha_21_1_0,"(-8, 39)",
413,bitmap,sh_std_ha_21_2_0,"(-7, 39)",
414,bitmap,sh_std_ha_21_3_0,"(-8, 39)",
415,bitmap,sh_std_ha_21_7_0,"(-8, 40)",
416,bitmap,sh_spk_ha_21_0_0,"(-7, 41)",
417,bitmap,sh_spk_ha_21_1_0,"(-8, 40)",
418,bitmap,sh_spk_ha_21_2_0,"(-7, 40)",
419,bitmap,sh_spk_ha_21_3_0,"(-8, 40)",
420,bitmap,sh_spk_ha_21_7_0,"(-8, 41)",
421,bitmap,sh_lay_ha_21_2_0,"(11, 19)",
431,bitmap,sh_std_ha_22_0_0,"(-6, 38)",
432,bitmap,sh_std_ha_22_1_0,"(-5, 39)",
433,bitmap,sh_std_ha_22_2_0,"(-6, 38)",
434,bitmap,sh_std_ha_22_3_0,"(-7, 39)",
435,bitmap,sh_std_ha_22_7_0,"(-9, 39)",
436,bitmap,sh_spk_ha_22_0_0,"(-6, 39)",
437,bitmap,sh_spk_ha_22_1_0,"(-5, 40)",
438,bitmap,sh_spk_ha_22_2_0,"(-6, 39)",
439,bitmap,sh_spk_ha_22_3_0,"(-7, 40)",
440,bitmap,sh_spk_ha_22_7_0,"(-9, 40)",
441,bitmap,sh_lay_ha_22_2_0,"(12, 19)",
451,bitmap,sh_std_ha_23_0_0,"(-9, 39)",
452,bitmap,sh_std_ha_23_1_0,"(-8, 39)",
453,bitmap,sh_std_ha_23_2_0,"(-8, 38)",
454,bitmap,sh_std_ha_23_3_0,"(-7, 37)",
455,bitmap,sh_std_ha_23_7_0,"(-8, 39)",
456,bitmap,sh_spk_ha_23_0_0,"(-9, 40)",
457,bitmap,sh_spk_ha_23_1_0,"(-8, 40)",
458,bitmap,sh_spk_ha_23_2_0,"(-8, 39)",
459,bitmap,sh_spk_ha_23_3_0,"(-7, 38)",
460,bitmap,sh_spk_ha_23_7_0,"(-8, 40)",
461,bitmap,sh_lay_ha_23_2_0,"(10, 20)",
471,bitmap,sh_std_ha_24_0_0,"(-6, 44)",
472,bitmap,sh_std_ha_24_1_0,"(-5, 45)",
473,bitmap,sh_std_ha_24_2_0,"(-3, 43)",
474,bitmap,sh_std_ha_24_3_0,"(-7, 43)",
475,bitmap,sh_std_ha_24_7_0,"(-8, 43)",
476,bitmap,sh_spk_ha_24_0_0,"(-6, 45)",
477,bitmap,sh_spk_ha_24_1_0,"(-5, 46)",
478,bitmap,sh_spk_ha_24_2_0,"(-3, 44)",
479,bitmap,sh_spk_ha_24_3_0,"(-7, 44)",
480,bitmap,sh_spk_ha_24_7_0,"(-8, 44)",
481,bitmap,sh_lay_ha_24_2_0,"(16, 22)",
491,bitmap,sh_std_ha_25_0_0,"(-7, 42)",
492,bitmap,sh_std_ha_25_1_0,"(-5, 41)",
493,bitmap,sh_std_ha_25_2_0,"(-6, 40)",
494,bitmap,sh_std_ha_25_3_0,"(-8, 42)",
495,bitmap,sh_std_ha_25_7_0,"(-8, 42)",
496,bitmap,sh_spk_ha_25_0_0,"(-7, 43)",
497,bitmap,sh_spk_ha_25_1_0,"(-5, 42)",
498,bitmap,sh_spk_ha_25_2_0,"(-6, 41)",
499,bitmap,sh_spk_ha_25_3_0,"(-8, 43)",
500,bitmap,sh_spk_ha_25_7_0,"(-8, 43)",
501,bitmap,sh_lay_ha_25_2_0,"(16, 22)",
511,bitmap,sh_std_ha_26_0_0,"(-8, 35)",
512,bitmap,sh_std_ha_26_1_0,"(-7, 36)",
513,bitmap,sh_std_ha_26_2_0,"(-7, 35)",
514,bitmap,sh_std_ha_26_3_0,"(-8, 33)",
515,bitmap,sh_std_ha_26_7_0,"(-9, 33)",
516,bitmap,sh_spk_ha_26_0_0,"(-8, 36)",
517,bitmap,sh_spk_ha_26_1_0,"(-7, 37)",
518,bitmap,sh_spk_ha_26_2_0,"(-7, 36)",
519,bitmap,sh_spk_ha_26_3_0,"(-8, 34)",
520,bitmap,sh_spk_ha_26_7_0,"(-9, 34)",
521,bitmap,sh_lay_ha_26_2_0,"(10, 19)",
531,bitmap,sh_std_ha_27_0_0,"(-7, 43)",
532,bitmap,sh_std_ha_27_1_0,"(-6, 45)",
533,bitmap,sh_std_ha_27_2_0,"(-5, 44)",
534,bitmap,sh_std_ha_27_3_0,"(-8, 43)",
535,bitmap,sh_std_ha_27_7_0,"(-9, 44)",
536,bitmap,sh_spk_ha_27_0_0,"(-7, 44)",
537,bitmap,sh_spk_ha_27_1_0,"(-6, 46)",
538,bitmap,sh_spk_ha_27_2_0,"(-5, 45)",
539,bitmap,sh_spk_ha_27_3_0,"(-8, 44)",
540,bitmap,sh_spk_ha_27_7_0,"(-9, 45)",
541,bitmap,sh_lay_ha_27_2_0,"(17, 21)",
551,bitmap,sh_std_ha_28_0_0,"(-5, 38)",
552,bitmap,sh_std_ha_28_1_0,"(-2, 38)",
553,bitmap,sh_std_ha_28_2_0,"(-4, 40)",
554,bitmap,sh_std_ha_28_3_0,"(-8, 38)",
555,bitmap,sh_std_ha_28_7_0,"(-10, 37)",
556,bitmap,sh_spk_ha_28_0_0,"(-5, 39)",
557,bitmap,sh_spk_ha_28_1_0,"(-2, 39)",
558,bitmap,sh_spk_ha_28_2_0,"(-4, 41)",
559,bitmap,sh_spk_ha_28_3_0,"(-8, 38)",
560,bitmap,sh_spk_ha_28_7_0,"(-10, 38)",
561,bitmap,sh_lay_ha_28_2_0,"(14, 18)",
562,bitmap,sh_std_ha_29_0_0,"(-5, 38)",
563,bitmap,sh_std_ha_29_1_0,"(-2, 38)",
564,bitmap,sh_std_ha_29_2_0,"(-4, 40)",
565,bitmap,sh_std_ha_29_3_0,"(-8, 38)",
566,bitmap,sh_std_ha_29_7_0,"(-10, 37)",
567,bitmap,sh_spk_ha_29_0_0,"(-5, 39)",
568,bitmap,sh_spk_ha_29_1_0,"(-2, 39)",
569,bitmap,sh_spk_ha_29_2_0,"(-4, 41)",
570,bitmap,sh_spk_ha_29_3_0,"(-8, 38)",
571,bitmap,sh_spk_ha_29_7_0,"(-10, 38)",
572,bitmap,sh_lay_ha_29_2_0,"(14, 18)",
573,bitmap,sh_std_ha_30_0_0,"(-5, 38)",
574,bitmap,sh_std_ha_30_1_0,"(-2, 38)",
575,bitmap,sh_std_ha_30_2_0,"(-4, 40)",
576,bitmap,sh_std_ha_30_3_0,"(-8, 38)",
577,bitmap,sh_std_ha_30_7_0,"(-10, 37)",
578,bitmap,sh_spk_ha_30_0_0,"(-5, 39)",
579,bitmap,sh_spk_ha_30_1_0,"(-2, 39)",
580,bitmap,sh_spk_ha_30_2_0,"(-4, 41)",
581,bitmap,sh_spk_ha_30_3_0,"(-8, 38)",
582,bitmap,sh_spk_ha_30_7_0,"(-10, 38)",
583,bitmap,sh_lay_ha_30_2_0,"(14, 18)",
584,bitmap,sh_std_ha_31_0_0,"(-5, 38)",
585,bitmap,sh_std_ha_31_1_0,"(-2, 38)",
586,bitmap,sh_std_ha_31_2_0,"(-4, 40)",
587,bitmap,sh_std_ha_31_3_0,"(-8, 38)",
588,bitmap,sh_std_ha_31_7_0,"(-10, 37)",
589,bitmap,sh_spk_ha_31_0_0,"(-5, 39)",
590,bitmap,sh_spk_ha_31_1_0,"(-2, 39)",
591,bitmap,sh_spk_ha_31_2_0,"(-4, 41)",
592,bitmap,sh_spk_ha_31_3_0,"(-8, 38)",
593,bitmap,sh_spk_ha_31_7_0,"(-10, 38)",
594,bitmap,sh_lay_ha_31_2_0,"(14, 18)",
595,bitmap,sh_std_ha_32_0_0,"(-5, 38)",
596,bitmap,sh_std_ha_32_1_0,"(-2, 38)",
597,bitmap,sh_std_ha_32_2_0,"(-4, 40)",
598,bitmap,sh_std_ha_32_3_0,"(-8, 38)",
599,bitmap,sh_std_ha_32_7_0,"(-10, 37)",
600,bitmap,sh_spk_ha_32_0_0,"(-5, 39)",
601,bitmap,sh_spk_ha_32_1_0,"(-2, 39)",
602,bitmap,sh_spk_ha_32_2_0,"(-4, 41)",
603,bitmap,sh_spk_ha_32_3_0,"(-8, 38)",
604,bitmap,sh_spk_ha_32_7_0,"(-10, 38)",
605,bitmap,sh_lay_ha_32_2_0,"(14, 18)",
606,bitmap,sh_std_ha_33_0_0,"(-6, 43)",
607,bitmap,sh_std_ha_33_1_0,"(-7, 43)",
608,bitmap,sh_std_ha_33_2_0,"(-3, 42)",
609,bitmap,sh_std_ha_33_3_0,"(-2, 41)",
610,bitmap,sh_std_ha_33_7_0,"(-3, 40)",
611,bitmap,sh_spk_ha_33_0_0,"(-6, 44)",
612,bitmap,sh_spk_ha_33_1_0,"(-7, 44)",
613,bitmap,sh_spk_ha_33_2_0,"(-3, 43)",
614,bitmap,sh_spk_ha_33_3_0,"(-2, 42)",
615,bitmap,sh_spk_ha_33_7_0,"(-3, 41)",
616,bitmap,sh_lay_ha_33_2_0,"(11, 19)",
621,bitmap,sh_std_ha_34_7_0,"(-11, 42)",
622,bitmap,sh_std_ha_34_3_0,"(-10, 42)",
623,bitmap,sh_std_ha_34_2_0,"(-9, 43)",
624,bitmap,sh_std_ha_34_1_0,"(-10, 43)",
625,bitmap,sh_std_ha_34_0_0,"(-10, 43)",
626,bitmap,sh_spk_ha_34_7_0,"(-11, 42)",
627,bitmap,sh_spk_ha_34_3_0,"(-10, 42)",
628,bitmap,sh_spk_ha_34_2_0,"(-9, 43)",
629,bitmap,sh_spk_ha_34_1_0,"(-10, 43)",
630,bitmap,sh_spk_ha_34_0_0,"(-10, 43)",
631,bitmap,sh_std_ha_35_7_0,"(-11, 42)",
632,bitmap,sh_std_ha_35_3_0,"(-10, 42)",
633,bitmap,sh_std_ha_35_2_0,"(-9, 43)",
634,bitmap,sh_std_ha_35_1_0,"(-10, 43)",
635,bitmap,sh_std_ha_35_0_0,"(-10, 43)",
636,bitmap,sh_spk_ha_35_7_0,"(-11, 42)",
637,bitmap,sh_spk_ha_35_3_0,"(-10, 42)",
638,bitmap,sh_spk_ha_35_2_0,"(-9, 43)",
639,bitmap,sh_spk_ha_35_1_0,"(-10, 43)",
640,bitmap,sh_spk_ha_35_0_0,"(-10, 43)",
641,bitmap,sh_std_ha_36_7_0,"(-11, 42)",
642,bitmap,sh_std_ha_36_3_0,"(-10, 42)",
643,bitmap,sh_std_ha_36_2_0,"(-9, 43)",
644,bitmap,sh_std_ha_36_1_0,"(-10, 43)",
645,bitmap,sh_std_ha_36_0_0,"(-10, 43)",
646,bitmap,sh_spk_ha_36_7_0,"(-11, 42)",
647,bitmap,sh_spk_ha_36_3_0,"(-10, 42)",
648,bitmap,sh_spk_ha_36_2_0,"(-9, 43)",
649,bitmap,sh_spk_ha_36_1_0,"(-10, 43)",
650,bitmap,sh_spk_ha_36_0_0,"(-10, 43)",
651,bitmap,sh_std_ha_37_7_0,"(-11, 42)",
652,bitmap,sh_std_ha_37_3_0,"(-10, 42)",
653,bitmap,sh_std_ha_37_2_0,"(-9, 43)",
654,bitmap,sh_std_ha_37_1_0,"(-10, 43)",
655,bitmap,sh_std_ha_37_0_0,"(-10, 43)",
656,bitmap,sh_spk_ha_37_7_0,"(-11, 42)",
657,bitmap,sh_spk_ha_37_3_0,"(-10, 42)",
658,bitmap,sh_spk_ha_37_2_0,"(-9, 43)",
659,bitmap,sh_spk_ha_37_1_0,"(-10, 43)",
660,bitmap,sh_spk_ha_37_0_0,"(-10, 43)",
661,bitmap,sh_std_ha_38_7_0,"(-11, 42)",
662,bitmap,sh_std_ha_38_3_0,"(-10, 42)",
663,bitmap,sh_std_ha_38_2_0,"(-9, 43)",
664,bitmap,sh_std_ha_38_1_0,"(-10, 43)",
665,bitmap,sh_std_ha_38_0_0,"(-10, 43)",
666,bitmap,sh_spk_ha_38_7_0,"(-11, 42)",
667,bitmap,sh_spk_ha_38_3_0,"(-10, 42)",
668,bitmap,sh_spk_ha_38_2_0,"(-9, 43)",
669,bitmap,sh_spk_ha_38_1_0,"(-10, 43)",
670,bitmap,sh_spk_ha_38_0_0,"(-10, 43)",
671,bitmap,sh_std_ha_39_7_0,"(-11, 42)",
672,bitmap,sh_std_ha_39_3_0,"(-10, 42)",
673,bitmap,sh_std_ha_39_2_0,"(-9, 43)",
674,bitmap,sh_std_ha_39_1_0,"(-10, 43)",
675,bitmap,sh_std_ha_39_0_0,"(-10, 43)",
676,bitmap,sh_spk_ha_39_7_0,"(-11, 42)",
677,bitmap,sh_spk_ha_39_3_0,"(-10, 42)",
678,bitmap,sh_spk_ha_39_2_0,"(-9, 43)",
679,bitmap,sh_spk_ha_39_1_0,"(-10, 43)",
680,bitmap,sh_spk_ha_39_0_0,"(-10, 43)",
681,bitmap,sh_lay_ha_34_2_0,"(14, 20)",
682,bitmap,sh_lay_ha_35_2_0,"(14, 20)",
683,bitmap,sh_lay_ha_36_2_0,"(14, 20)",
684,bitmap,sh_lay_ha_37_2_0,"(14, 20)",
685,bitmap,sh_lay_ha_38_2_0,"(14, 20)",
686,bitmap,sh_lay_ha_39_2_0,"(14, 20)",
687,bitmap,sh_std_ha_40_0_0,"(-6, 39)",
688,bitmap,sh_std_ha_40_1_0,"(-7, 39)",
689,bitmap,sh_std_ha_40_2_0,"(-6, 39)",
690,bitmap,sh_std_ha_40_4_0,"(-6, 39)",
691,bitmap,sh_std_ha_40_3_0,"(-6, 38)",
692,bitmap,sh_std_ha_40_7_0,"(-8, 38)",
693,bitmap,sh_std_ha_40_5_0,"(-7, 38)",
694,bitmap,sh_std_ha_40_6_0,"(-8, 39)",
695,bitmap,sh_spk_ha_40_0_0,"(-6, 40)",
696,bitmap,sh_spk_ha_40_1_0,"(-7, 40)",
697,bitmap,sh_spk_ha_40_2_0,"(-6, 40)",
698,bitmap,sh_spk_ha_40_4_0,"(-6, 40)",
