Number,Type,Name,Registration Point,Filename
87,bitmap,s_popcorn_6,"(-5, 10)",
88,bitmap,s_popcorn_7,"(-6, 12)",
91,bitmap,sh_crr_ri_33_0_0,"(-26, 23)",
92,bitmap,sh_crr_ri_33_1_0,"(-23, 21)",
93,bitmap,sh_crr_ri_33_2_0,"(-17, 17)",
94,bitmap,sh_crr_ri_33_3_0,"(-11, 19)",
95,bitmap,sh_crr_ri_33_4_0,"(-4, 20)",
96,bitmap,sh_crr_ri_33_5_0,"(-6, 20)",
97,bitmap,sh_crr_ri_33_6_0,"(-18, 10)",
98,bitmap,sh_crr_ri_33_7_0,"(-11, 17)",
101,bitmap,sh_crr_ri_43_0_0,"(-25, 19)",
102,bitmap,sh_crr_ri_43_1_0,"(-21, 18)",
103,bitmap,sh_crr_ri_43_2_0,"(-15, 15)",
104,bitmap,sh_crr_ri_43_3_0,"(-10, 16)",
105,bitmap,sh_crr_ri_43_4_0,"(-5, 18)",
106,bitmap,sh_crr_ri_43_5_0,"(-6, 19)",
107,bitmap,sh_crr_ri_43_6_0,"(-18, 10)",
108,bitmap,sh_crr_ri_43_7_0,"(-11, 17)",
111,bitmap,sh_crr_ri_44_0_0,"(-25, 19)",
112,bitmap,sh_crr_ri_44_1_0,"(-21, 18)",
113,bitmap,sh_crr_ri_44_2_0,"(-15, 15)",
114,bitmap,sh_crr_ri_44_3_0,"(-10, 16)",
115,bitmap,sh_crr_ri_44_4_0,"(-5, 18)",
116,bitmap,sh_crr_ri_44_5_0,"(-6, 19)",
117,bitmap,sh_crr_ri_44_6_0,"(-18, 10)",
118,bitmap,sh_crr_ri_44_7_0,"(-11, 17)",
121,bitmap,sh_crr_ri_45_0_0,"(-23, 27)",
122,bitmap,sh_crr_ri_45_1_0,"(-19, 26)",
123,bitmap,sh_crr_ri_45_2_0,"(-13, 23)",
124,bitmap,sh_crr_ri_45_3_0,"(-8, 24)",
125,bitmap,sh_crr_ri_45_4_0,"(-3, 26)",
126,bitmap,sh_crr_ri_45_5_0,"(-4, 27)",
127,bitmap,sh_crr_ri_45_6_0,"(-18, 10)",
128,bitmap,sh_crr_ri_45_7_0,"(-11, 17)",
130,palette,fish_spalette,"(0, 0)",
131,bitmap,sh_crr_ri_46_0_0,"(-25, 21)",
132,bitmap,sh_crr_ri_46_1_0,"(-21, 20)",
133,bitmap,sh_crr_ri_46_2_0,"(-15, 16)",
134,bitmap,sh_crr_ri_46_3_0,"(-10, 17)",
135,bitmap,sh_crr_ri_46_4_0,"(-5, 20)",
136,bitmap,sh_crr_ri_46_5_0,"(-6, 21)",
137,bitmap,sh_crr_ri_46_6_0,"(-18, 10)",
138,bitmap,sh_crr_ri_46_7_0,"(-11, 17)",
141,bitmap,sh_crr_ri_47_0_0,"(-24, 23)",
142,bitmap,sh_crr_ri_47_1_0,"(-21, 21)",
143,bitmap,sh_crr_ri_47_2_0,"(-15, 18)",
144,bitmap,sh_crr_ri_47_3_0,"(-10, 17)",
145,bitmap,sh_crr_ri_47_4_0,"(-2, 21)",
146,bitmap,sh_crr_ri_47_5_0,"(-4, 21)",
147,bitmap,sh_crr_ri_47_6_0,"(-18, 10)",
148,bitmap,sh_crr_ri_47_7_0,"(-11, 17)",
151,bitmap,sh_crr_ri_50_0_0,"(-26, 21)",
152,bitmap,sh_crr_ri_50_1_0,"(-23, 20)",
153,bitmap,sh_crr_ri_50_2_0,"(-17, 16)",
154,bitmap,sh_crr_ri_50_3_0,"(-11, 17)",
155,bitmap,sh_crr_ri_50_4_0,"(-1, 19)",
156,bitmap,sh_crr_ri_50_5_0,"(-2, 20)",
157,bitmap,sh_crr_ri_50_6_0,"(-18, 10)",
158,bitmap,sh_crr_ri_450_7_0,"(-11, 17)",
161,bitmap,sh_crr_ri_51_0_0,"(-24, 21)",
162,bitmap,sh_crr_ri_51_1_0,"(-21, 19)",
163,bitmap,sh_crr_ri_51_2_0,"(-16, 16)",
164,bitmap,sh_crr_ri_51_3_0,"(-10, 16)",
165,bitmap,sh_crr_ri_51_4_0,"(0, 20)",
166,bitmap,sh_crr_ri_51_5_0,"(-1, 20)",
167,bitmap,sh_crr_ri_51_6_0,"(-18, 10)",
168,bitmap,sh_crr_ri_51_7_0,"(-11, 17)",
171,bitmap,sh_crr_ri_52_0_0,"(-25, 21)",
172,bitmap,sh_crr_ri_52_1_0,"(-22, 19)",
173,bitmap,sh_crr_ri_52_2_0,"(-17, 16)",
174,bitmap,sh_crr_ri_52_3_0,"(-11, 16)",
175,bitmap,sh_crr_ri_52_4_0,"(-1, 20)",
176,bitmap,sh_crr_ri_52_5_0,"(-2, 20)",
177,bitmap,sh_crr_ri_52_6_0,"(-18, 10)",
178,bitmap,sh_crr_ri_52_7_0,"(-11, 17)",
181,bitmap,sh_crr_ri_53_0_0,"(-26, 21)",
182,bitmap,sh_crr_ri_53_1_0,"(-23, 20)",
183,bitmap,sh_crr_ri_53_2_0,"(-17, 16)",
184,bitmap,sh_crr_ri_53_3_0,"(-11, 17)",
185,bitmap,sh_crr_ri_53_4_0,"(-1, 19)",
186,bitmap,sh_crr_ri_53_5_0,"(-2, 20)",
187,bitmap,sh_crr_ri_53_6_0,"(-18, 10)",
188,bitmap,sh_crr_ri_53_7_0,"(-11, 17)",
191,bitmap,sh_crr_ri_54_0_0,"(-24, 23)",
192,bitmap,sh_crr_ri_54_1_0,"(-21, 21)",
193,bitmap,sh_crr_ri_54_2_0,"(-15, 18)",
194,bitmap,sh_crr_ri_54_3_0,"(-10, 17)",
195,bitmap,sh_crr_ri_54_4_0,"(-2, 21)",
196,bitmap,sh_crr_ri_54_5_0,"(-4, 21)",
197,bitmap,sh_crr_ri_54_6_0,"(-18, 10)",
198,bitmap,sh_crr_ri_54_7_0,"(-11, 17)",
201,bitmap,sh_crr_ri_48_0_0,"(-24, 19)",
202,bitmap,sh_crr_ri_48_1_0,"(-21, 19)",
203,bitmap,sh_crr_ri_48_2_0,"(-15, 16)",
204,bitmap,sh_crr_ri_48_3_0,"(-10, 17)",
205,bitmap,sh_crr_ri_48_4_0,"(-5, 19)",
206,bitmap,sh_crr_ri_48_5_0,"(-6, 20)",
207,bitmap,sh_crr_ri_48_6_0,"(-18, 10)",
208,bitmap,sh_crr_ri_48_7_0,"(-11, 17)",
211,bitmap,sh_crr_ri_55_0_0,"(-24, 19)",
212,bitmap,sh_crr_ri_55_1_0,"(-21, 19)",
213,bitmap,sh_crr_ri_55_2_0,"(-15, 16)",
214,bitmap,sh_crr_ri_55_3_0,"(-10, 17)",
215,bitmap,sh_crr_ri_55_4_0,"(-5, 19)",
216,bitmap,sh_crr_ri_55_5_0,"(-6, 20)",
217,bitmap,sh_crr_ri_55_6_0,"(-18, 10)",
218,bitmap,sh_crr_ri_55_7_0,"(-11, 17)",
221,bitmap,sh_crr_ri_56_0_0,"(-24, 19)",
222,bitmap,sh_crr_ri_56_1_0,"(-21, 19)",
223,bitmap,sh_crr_ri_56_2_0,"(-15, 16)",
224,bitmap,sh_crr_ri_56_3_0,"(-10, 17)",
225,bitmap,sh_crr_ri_56_4_0,"(-5, 19)",
226,bitmap,sh_crr_ri_56_5_0,"(-6, 20)",
227,bitmap,sh_crr_ri_56_6_0,"(-18, 10)",
228,bitmap,sh_crr_ri_56_7_0,"(-11, 17)",
229,palette,scifi_bar_flat Palette,"(0, 0)",
231,bitmap,sh_crr_ri_57_0_0,"(-25, 21)",
232,bitmap,sh_crr_ri_57_1_0,"(-22, 19)",
233,bitmap,sh_crr_ri_57_2_0,"(-17, 16)",
234,bitmap,sh_crr_ri_57_3_0,"(-11, 16)",
235,bitmap,sh_crr_ri_57_4_0,"(-1, 20)",
236,bitmap,sh_crr_ri_57_5_0,"(-2, 20)",
237,bitmap,sh_crr_ri_57_6_0,"(-18, 10)",
238,bitmap,sh_crr_ri_57_7_0,"(-11, 17)",
239,palette,moodi palette,"(0, 0)",
241,bitmap,sh_crr_ri_58_0_0,"(-25, 21)",
242,bitmap,sh_crr_ri_58_1_0,"(-22, 19)",
243,bitmap,sh_crr_ri_58_2_0,"(-17, 16)",
244,bitmap,sh_crr_ri_58_3_0,"(-11, 16)",
245,bitmap,sh_crr_ri_58_4_0,"(-1, 20)",
246,bitmap,sh_crr_ri_58_5_0,"(-2, 20)",
247,bitmap,sh_crr_ri_58_6_0,"(-18, 10)",
248,bitmap,sh_crr_ri_58_7_0,"(-11, 17)",
251,bitmap,sh_crr_ri_59_0_0,"(-25, 21)",
252,bitmap,sh_crr_ri_59_1_0,"(-22, 19)",
253,bitmap,sh_crr_ri_59_2_0,"(-17, 16)",
254,bitmap,sh_crr_ri_59_3_0,"(-11, 16)",
255,bitmap,sh_crr_ri_59_4_0,"(-1, 20)",
256,bitmap,sh_crr_ri_59_5_0,"(-2, 20)",
257,bitmap,sh_crr_ri_59_6_0,"(-18, 10)",
258,bitmap,sh_crr_ri_59_7_0,"(-11, 17)",
261,bitmap,sh_crr_ri_60_0_0,"(-23, 22)",
262,bitmap,sh_crr_ri_60_1_0,"(-20, 22)",
263,bitmap,sh_crr_ri_60_2_0,"(-14, 19)",
264,bitmap,sh_crr_ri_60_3_0,"(-9, 20)",
265,bitmap,sh_crr_ri_60_4_0,"(-4, 22)",
266,bitmap,sh_crr_ri_60_5_0,"(-5, 23)",
267,bitmap,sh_crr_ri_60_6_0,"(-18, 10)",
268,bitmap,sh_crr_ri_60_7_0,"(-11, 17)",
269,palette,chupadoo palette,"(0, 0)",
271,bitmap,sh_crr_ri_61_0_0,"(-24, 20)",
272,bitmap,sh_crr_ri_61_1_0,"(-20, 19)",
273,bitmap,sh_crr_ri_61_2_0,"(-14, 16)",
274,bitmap,sh_crr_ri_61_3_0,"(-9, 17)",
275,bitmap,sh_crr_ri_61_4_0,"(-4, 19)",
276,bitmap,sh_crr_ri_61_5_0,"(-5, 20)",
277,bitmap,sh_crr_ri_61_6_0,"(-18, 10)",
278,bitmap,sh_crr_ri_61_7_0,"(-11, 17)",
279,palette,paula palette,"(0, 0)",
281,bitmap,sh_crr_ri_62_0_0,"(-23, 21)",
282,bitmap,sh_crr_ri_62_1_0,"(-20, 21)",
283,bitmap,sh_crr_ri_62_2_0,"(-14, 18)",
284,bitmap,sh_crr_ri_62_3_0,"(-9, 19)",
285,bitmap,sh_crr_ri_62_4_0,"(-4, 21)",
286,bitmap,sh_crr_ri_62_5_0,"(-5, 22)",
287,bitmap,sh_crr_ri_62_6_0,"(-18, 10)",
288,bitmap,sh_crr_ri_62_7_0,"(-11, 17)",
291,bitmap,sh_crr_ri_63_0_0,"(-23, 22)",
292,bitmap,sh_crr_ri_63_1_0,"(-19, 21)",
293,bitmap,sh_crr_ri_63_2_0,"(-13, 18)",
294,bitmap,sh_crr_ri_63_3_0,"(-7, 19)",
295,bitmap,sh_crr_ri_63_4_0,"(-3, 21)",
296,bitmap,sh_crr_ri_63_5_0,"(-4, 22)",
297,bitmap,sh_crr_ri_63_6_0,"(-18, 10)",
298,bitmap,sh_crr_ri_63_7_0,"(-11, 17)",
299,palette,grererere palette,"(0, 0)",

500,bitmap,sh_crr_ri_11_2_0,"(-16, 36)",
